Count,FIPS Code,State and area,Year,Month,Population,LaborForce,LaborForce_prct,Employed,Employed_prct,Unemployed,Unemployed_prct
13198,1,Alabama,1996,10,3293771,2102959,63.8,1995899,60.6,107060,5.1
13199,2,Alaska,1996,10,422293,311052,73.7,287671,68.1,23381,7.5
13200,4,Arizona,1996,10,3501271,2303763,65.8,2175400,62.1,128363,5.6
13201,5,Arkansas,1996,10,1946765,1249328,64.2,1183025,60.8,66303,5.3
13202,6,California,1996,10,23547505,15535052,66,14455817,61.4,1079235,6.9
13203,37,Los Angeles County,1996,10,6707237,4349083,64.8,4014229,59.8,334854,7.7
13204,8,Colorado,1996,10,2993155,2155280,72,2066611,69,88669,4.1
13205,9,Connecticut,1996,10,2561972,1752996,68.4,1653283,64.5,99713,5.7
13206,10,Delaware,1996,10,568238,390150,68.7,369557,65,20593,5.3
13207,11,District of Columbia,1996,10,452980,285650,63.1,262550,58,23100,8.1
13208,12,Florida,1996,10,11650128,7241649,62.2,6876583,59,365066,5
13209,13,Georgia,1996,10,5632892,3869227,68.7,3684680,65.4,184547,4.8
13210,15,Hawaii,1996,10,880755,598500,68,561037,63.7,37463,6.3
13211,16,Idaho,1996,10,885010,623747,70.5,591240,66.8,32507,5.2
13212,17,Illinois,1996,10,9122411,6271503,68.7,5950270,65.2,321233,5.1
13213,18,Indiana,1996,10,4491526,3106305,69.2,2993675,66.7,112630,3.6
13214,19,Iowa,1996,10,2196904,1612447,73.4,1556324,70.8,56123,3.5
13215,20,Kansas,1996,10,1945969,1367542,70.3,1309662,67.3,57880,4.2
13216,21,Kentucky,1996,10,2994082,1893663,63.2,1786700,59.7,106963,5.6
13217,22,Louisiana,1996,10,3228746,2005036,62.1,1876401,58.1,128635,6.4
13218,23,Maine,1996,10,965100,660756,68.5,628180,65.1,32576,4.9
13219,24,Maryland,1996,10,3870623,2756590,71.2,2620392,67.7,136198,4.9
13220,25,Massachusetts,1996,10,4794186,3260753,68,3124281,65.2,136472,4.2
13221,26,Michigan,1996,10,7380381,4912992,66.6,4677242,63.4,235750,4.8
13222,27,Minnesota,1996,10,3556175,2662772,74.9,2561173,72,101599,3.8
13223,28,Mississippi,1996,10,2032355,1267097,62.3,1193129,58.7,73968,5.8
13224,29,Missouri,1996,10,4105687,2926996,71.3,2786498,67.9,140498,4.8
13225,30,Montana,1996,10,670234,450269,67.2,427411,63.8,22858,5.1
13226,31,Nebraska,1996,10,1250988,916749,73.3,892252,71.3,24497,2.7
13227,32,Nevada,1996,10,1305900,908370,69.6,864121,66.2,44249,4.9
13228,33,New Hampshire,1996,10,898849,640855,71.3,616931,68.6,23924,3.7
13229,34,New Jersey,1996,10,6265615,4248706,67.8,3994057,63.7,254649,6
13230,35,New Mexico,1996,10,1288403,816590,63.4,758229,58.9,58361,7.1
13231,36,New York,1996,10,14256632,8854420,62.1,8310147,58.3,544273,6.1
13232,51000,New York city,1996,10,5983061,3416324,57.1,3109529,52,306795,9
13233,37,North Carolina,1996,10,5755941,3943728,68.5,3783649,65.7,160079,4.1
13234,38,North Dakota,1996,10,484903,349610,72.1,339658,70,9952,2.8
13235,39,Ohio,1996,10,8536209,5664673,66.4,5384572,63.1,280101,4.9
13236,40,Oklahoma,1996,10,2491481,1592104,63.9,1528683,61.4,63421,4
13237,41,Oregon,1996,10,2516181,1728940,68.7,1628194,64.7,100746,5.8
13238,42,Pennsylvania,1996,10,9419021,6010525,63.8,5701071,60.5,309454,5.1
13239,44,Rhode Island,1996,10,791037,518992,65.6,491610,62.1,27382,5.3
13240,45,South Carolina,1996,10,2864193,1907843,66.6,1796032,62.7,111811,5.9
13241,46,South Dakota,1996,10,547284,391709,71.6,379625,69.4,12084,3.1
13242,47,Tennessee,1996,10,4172796,2783154,66.7,2635261,63.2,147893,5.3
13243,48,Texas,1996,10,14156311,9779883,69.1,9242397,65.3,537486,5.5
13244,49,Utah,1996,10,1465770,1048543,71.5,1013422,69.1,35121,3.3
13245,50,Vermont,1996,10,454998,324430,71.3,310708,68.3,13722,4.2
13246,51,Virginia,1996,10,5074467,3436502,67.7,3285231,64.7,151271,4.4
13247,53,Washington,1996,10,4216943,2910309,69,2744438,65.1,165871,5.7
13248,54,West Virginia,1996,10,1437872,798938,55.6,740235,51.5,58703,7.3
13249,55,Wisconsin,1996,10,3967350,2943607,74.2,2841779,71.6,101828,3.5
13250,56,Wyoming,1996,10,363761,255299,70.2,242525,66.7,12774,5
13251,1,Alabama,1996,11,3296573,2109300,64,1999974,60.7,109326,5.2
13252,2,Alaska,1996,11,422284,311282,73.7,287853,68.2,23429,7.5
13253,4,Arizona,1996,11,3512055,2302445,65.6,2175866,62,126579,5.5
13254,5,Arkansas,1996,11,1949177,1247742,64,1181447,60.6,66295,5.3
13255,6,California,1996,11,23584597,15566100,66,14487027,61.4,1079073,6.9
13256,37,Los Angeles County,1996,11,6714146,4356902,64.9,4023560,59.9,333342,7.7
13257,8,Colorado,1996,11,2999133,2158188,72,2071489,69.1,86699,4
13258,9,Connecticut,1996,11,2563435,1755415,68.5,1654398,64.5,101017,5.8
13259,10,Delaware,1996,11,568314,390185,68.7,369981,65.1,20204,5.2
13260,11,District of Columbia,1996,11,452345,285493,63.1,262823,58.1,22670,7.9
13261,12,Florida,1996,11,11672483,7253775,62.1,6887385,59,366390,5.1
13262,13,Georgia,1996,11,5645903,3882100,68.8,3692538,65.4,189562,4.9
13263,15,Hawaii,1996,11,881886,599423,68,561768,63.7,37655,6.3
13264,16,Idaho,1996,11,887010,625630,70.5,592926,66.8,32704,5.2
13265,17,Illinois,1996,11,9128660,6273219,68.7,5952830,65.2,320389,5.1
13266,18,Indiana,1996,11,4494093,3103157,69,2993736,66.6,109421,3.5
13267,19,Iowa,1996,11,2198232,1611323,73.3,1555279,70.8,56044,3.5
13268,20,Kansas,1996,11,1947981,1369578,70.3,1311881,67.3,57697,4.2
13269,21,Kentucky,1996,11,2996132,1900404,63.4,1789059,59.7,111345,5.9
13270,22,Louisiana,1996,11,3230767,2006039,62.1,1878162,58.1,127877,6.4
13271,23,Maine,1996,11,966077,660612,68.4,628093,65,32519,4.9
13272,24,Maryland,1996,11,3873448,2757893,71.2,2620957,67.7,136936,5
13273,25,Massachusetts,1996,11,4798176,3265546,68.1,3129085,65.2,136461,4.2
13274,26,Michigan,1996,11,7384080,4916377,66.6,4681622,63.4,234755,4.8
13275,27,Minnesota,1996,11,3559860,2662878,74.8,2563288,72,99590,3.7
13276,28,Mississippi,1996,11,2034457,1267969,62.3,1193283,58.7,74686,5.9
13277,29,Missouri,1996,11,4110269,2927371,71.2,2785978,67.8,141393,4.8
13278,30,Montana,1996,11,670200,450208,67.2,427445,63.8,22763,5.1
13279,31,Nebraska,1996,11,1252232,917257,73.2,892860,71.3,24397,2.7
13280,32,Nevada,1996,11,1312826,913103,69.6,869390,66.2,43713,4.8
13281,33,New Hampshire,1996,11,899945,641326,71.3,617789,68.6,23537,3.7
13282,34,New Jersey,1996,11,6270794,4256219,67.9,4001093,63.8,255126,6
13283,35,New Mexico,1996,11,1289616,816984,63.4,759267,58.9,57717,7.1
13284,36,New York,1996,11,14263713,8872559,62.2,8317522,58.3,555037,6.3
13285,51000,New York city,1996,11,5987991,3433170,57.3,3116121,52,317049,9.2
13286,37,North Carolina,1996,11,5765428,3951622,68.5,3792260,65.8,159362,4
13287,38,North Dakota,1996,11,484975,350073,72.2,340172,70.1,9901,2.8
13288,39,Ohio,1996,11,8539138,5668201,66.4,5383904,63,284297,5
13289,40,Oklahoma,1996,11,2493670,1594233,63.9,1529407,61.3,64826,4.1
13290,41,Oregon,1996,11,2519451,1730731,68.7,1628489,64.6,102242,5.9
13291,42,Pennsylvania,1996,11,9420631,6018794,63.9,5707096,60.6,311698,5.2
13292,44,Rhode Island,1996,11,791526,520057,65.7,492606,62.2,27451,5.3
13293,45,South Carolina,1996,11,2869171,1910109,66.6,1798614,62.7,111495,5.8
13294,46,South Dakota,1996,11,547373,391553,71.5,379508,69.3,12045,3.1
13295,47,Tennessee,1996,11,4179391,2784946,66.6,2631911,63,153035,5.5
13296,48,Texas,1996,11,14181912,9799683,69.1,9254285,65.3,545398,5.6
13297,49,Utah,1996,11,1469219,1051224,71.5,1016036,69.2,35188,3.3
13298,50,Vermont,1996,11,456023,324605,71.2,310966,68.2,13639,4.2
13299,51,Virginia,1996,11,5080595,3435564,67.6,3283325,64.6,152239,4.4
13300,53,Washington,1996,11,4225186,2915661,69,2752374,65.1,163287,5.6
13301,54,West Virginia,1996,11,1438748,799504,55.6,740336,51.5,59168,7.4
13302,55,Wisconsin,1996,11,3970805,2943776,74.1,2840672,71.5,103104,3.5
13303,56,Wyoming,1996,11,364783,255038,69.9,242228,66.4,12810,5
13304,1,Alabama,1996,12,3298375,2114598,64.1,2003655,60.7,110943,5.2
13305,2,Alaska,1996,12,422276,311537,73.8,288064,68.2,23473,7.5
13306,4,Arizona,1996,12,3521838,2299865,65.3,2176018,61.8,123847,5.4
13307,5,Arkansas,1996,12,1951589,1246242,63.9,1180114,60.5,66128,5.3
13308,6,California,1996,12,23617688,15594306,66,14517785,61.5,1076521,6.9
13309,37,Los Angeles County,1996,12,6719655,4364311,64.9,4032340,60,331971,7.6
13310,8,Colorado,1996,12,3005110,2162858,72,2078077,69.2,84781,3.9
13311,9,Connecticut,1996,12,2563898,1756700,68.5,1655272,64.6,101428,5.8
13312,10,Delaware,1996,12,569390,389796,68.5,370335,65,19461,5
13313,11,District of Columbia,1996,12,451711,284999,63.1,262741,58.2,22258,7.8
13314,12,Florida,1996,12,11692838,7263935,62.1,6896342,59,367593,5.1
13315,13,Georgia,1996,12,5656913,3894285,68.8,3700965,65.4,193320,5
13316,15,Hawaii,1996,12,883017,600133,68,562396,63.7,37737,6.3
13317,16,Idaho,1996,12,889011,627160,70.5,594316,66.9,32844,5.2
13318,17,Illinois,1996,12,9132909,6275472,68.7,5955179,65.2,320293,5.1
13319,18,Indiana,1996,12,4496660,3101376,69,2994051,66.6,107325,3.5
13320,19,Iowa,1996,12,2198560,1610290,73.2,1554477,70.7,55813,3.5
13321,20,Kansas,1996,12,1948992,1370925,70.3,1313635,67.4,57290,4.2
13322,21,Kentucky,1996,12,2997182,1905380,63.6,1791235,59.8,114145,6
13323,22,Louisiana,1996,12,3232789,2006414,62.1,1879456,58.1,126958,6.3
13324,23,Maine,1996,12,967054,660390,68.3,627587,64.9,32803,5
13325,24,Maryland,1996,12,3876272,2759019,71.2,2621207,67.6,137812,5
13326,25,Massachusetts,1996,12,4801166,3271046,68.1,3134469,65.3,136577,4.2
13327,26,Michigan,1996,12,7386780,4919348,66.6,4686391,63.4,232957,4.7
13328,27,Minnesota,1996,12,3563545,2662705,74.7,2565208,72,97497,3.7
13329,28,Mississippi,1996,12,2036559,1268810,62.3,1193719,58.6,75091,5.9
13330,29,Missouri,1996,12,4112851,2926639,71.2,2785811,67.7,140828,4.8
13331,30,Montana,1996,12,671167,450136,67.1,427274,63.7,22862,5.1
13332,31,Nebraska,1996,12,1252476,917697,73.3,893423,71.3,24274,2.6
13333,32,Nevada,1996,12,1317752,917595,69.6,874508,66.4,43087,4.7
13334,33,New Hampshire,1996,12,901041,641904,71.2,618682,68.7,23222,3.6
13335,34,New Jersey,1996,12,6274972,4260792,67.9,4007877,63.9,252915,5.9
13336,35,New Mexico,1996,12,1290828,817161,63.3,760175,58.9,56986,7
13337,36,New York,1996,12,14266794,8891400,62.3,8324338,58.3,567062,6.4
13338,51000,New York city,1996,12,5991721,3450046,57.6,3122602,52.1,327444,9.5
13339,37,North Carolina,1996,12,5774915,3959028,68.6,3800912,65.8,158116,4
13340,38,North Dakota,1996,12,485047,350475,72.3,340643,70.2,9832,2.8
13341,39,Ohio,1996,12,8540068,5672683,66.4,5384511,63,288172,5.1
13342,40,Oklahoma,1996,12,2495858,1596210,64,1530340,61.3,65870,4.1
13343,41,Oregon,1996,12,2522722,1732423,68.7,1628959,64.6,103464,6
13344,42,Pennsylvania,1996,12,9421241,6026394,64,5711653,60.6,314741,5.2
13345,44,Rhode Island,1996,12,792014,521104,65.8,493600,62.3,27504,5.3
13346,45,South Carolina,1996,12,2873149,1911598,66.5,1801480,62.7,110118,5.8
13347,46,South Dakota,1996,12,547462,391356,71.5,379356,69.3,12000,3.1
13348,47,Tennessee,1996,12,4184986,2784998,66.5,2628592,62.8,156406,5.6
13349,48,Texas,1996,12,14204514,9818710,69.1,9265933,65.2,552777,5.6
13350,49,Utah,1996,12,1472667,1053858,71.6,1018849,69.2,35009,3.3
13351,50,Vermont,1996,12,456047,324744,71.2,311186,68.2,13558,4.2
13352,51,Virginia,1996,12,5085722,3434466,67.5,3281278,64.5,153188,4.5
13353,53,Washington,1996,12,4231429,2921947,69.1,2761230,65.3,160717,5.5
13354,54,West Virginia,1996,12,1437625,799547,55.6,740333,51.5,59214,7.4
13355,55,Wisconsin,1996,12,3973261,2944416,74.1,2839383,71.5,105033,3.6
13356,56,Wyoming,1996,12,364804,254711,69.8,241890,66.3,12821,5
13357,1,Alabama,1997,1,3300177,2118569,64.2,2007242,60.8,111327,5.3
13358,2,Alaska,1997,1,422267,311835,73.8,288349,68.3,23486,7.5
13359,4,Arizona,1997,1,3532622,2297190,65,2176879,61.6,120311,5.2
13360,5,Arkansas,1997,1,1954001,1245137,63.7,1179361,60.4,65776,5.3
13361,6,California,1997,1,23649780,15620867,66.1,14551579,61.5,1069288,6.8
13362,37,Los Angeles County,1997,1,6725164,4371434,65,4041630,60.1,329804,7.5
13363,8,Colorado,1997,1,3011088,2168876,72,2086088,69.3,82788,3.8
13364,9,Connecticut,1997,1,2564361,1757081,68.5,1656204,64.6,100877,5.7
13365,10,Delaware,1997,1,570466,389084,68.2,370563,65,18521,4.8
13366,11,District of Columbia,1997,1,452076,284153,62.9,262265,58,21888,7.7
13367,12,Florida,1997,1,11713194,7274764,62.1,6906780,59,367984,5.1
13368,13,Georgia,1997,1,5667924,3905986,68.9,3711035,65.5,194951,5
13369,15,Hawaii,1997,1,884149,600564,67.9,562848,63.7,37716,6.3
13370,16,Idaho,1997,1,891011,628457,70.5,595548,66.8,32909,5.2
13371,17,Illinois,1997,1,9137158,6278422,68.7,5959410,65.2,319012,5.1
13372,18,Indiana,1997,1,4499228,3101595,68.9,2995311,66.6,106284,3.4
13373,19,Iowa,1997,1,2199889,1609575,73.2,1554275,70.7,55300,3.4
13374,20,Kansas,1997,1,1950004,1371871,70.4,1315258,67.4,56613,4.1
13375,21,Kentucky,1997,1,2998231,1908443,63.7,1793715,59.8,114728,6
13376,22,Louisiana,1997,1,3234810,2006875,62,1880766,58.1,126109,6.3
13377,23,Maine,1997,1,968031,660208,68.2,626875,64.8,33333,5
13378,24,Maryland,1997,1,3878097,2760501,71.2,2621868,67.6,138633,5
13379,25,Massachusetts,1997,1,4804156,3277409,68.2,3140894,65.4,136515,4.2
13380,26,Michigan,1997,1,7389480,4922092,66.6,4692375,63.5,229717,4.7
13381,27,Minnesota,1997,1,3567230,2662883,74.6,2567298,72,95585,3.6
13382,28,Mississippi,1997,1,2037661,1269437,62.3,1194615,58.6,74822,5.9
13383,29,Missouri,1997,1,4116432,2925048,71.1,2786753,67.7,138295,4.7
13384,30,Montana,1997,1,671133,450130,67.1,427020,63.6,23110,5.1
13385,31,Nebraska,1997,1,1253719,918128,73.2,894014,71.3,24114,2.6
13386,32,Nevada,1997,1,1323677,921772,69.6,879330,66.4,42442,4.6
13387,33,New Hampshire,1997,1,902136,642684,71.2,619690,68.7,22994,3.6
13388,34,New Jersey,1997,1,6280150,4263041,67.9,4015019,63.9,248022,5.8
13389,35,New Mexico,1997,1,1292040,817271,63.3,761082,58.9,56189,6.9
13390,36,New York,1997,1,14270875,8911659,62.4,8333905,58.4,577754,6.5
13391,51000,New York city,1997,1,5995451,3465381,57.8,3129174,52.2,336207,9.7
13392,37,North Carolina,1997,1,5783402,3966098,68.6,3809831,65.9,156267,3.9
13393,38,North Dakota,1997,1,485119,350889,72.3,341042,70.3,9847,2.8
13394,39,Ohio,1997,1,8541997,5677353,66.5,5387758,63.1,289595,5.1
13395,40,Oklahoma,1997,1,2498047,1598180,64,1531759,61.3,66421,4.2
13396,41,Oregon,1997,1,2526992,1733936,68.6,1630045,64.5,103891,6
13397,42,Pennsylvania,1997,1,9420851,6033029,64,5715438,60.7,317591,5.3
13398,44,Rhode Island,1997,1,792502,522092,65.9,494580,62.4,27512,5.3
13399,45,South Carolina,1997,1,2877127,1912187,66.5,1804601,62.7,107586,5.6
13400,46,South Dakota,1997,1,547551,391270,71.5,379336,69.3,11934,3.1
13401,47,Tennessee,1997,1,4190581,2783640,66.4,2626470,62.7,157170,5.6
13402,48,Texas,1997,1,14227115,9836787,69.1,9279891,65.2,556896,5.7
13403,49,Utah,1997,1,1475116,1056500,71.6,1021888,69.3,34612,3.3
13404,50,Vermont,1997,1,457071,324873,71.1,311384,68.1,13489,4.2
13405,51,Virginia,1997,1,5090850,3434357,67.5,3280845,64.4,153512,4.5
13406,53,Washington,1997,1,4237672,2929495,69.1,2771598,65.4,157897,5.4
13407,54,West Virginia,1997,1,1437501,799034,55.6,740327,51.5,58707,7.3
13408,55,Wisconsin,1997,1,3975716,2946071,74.1,2839016,71.4,107055,3.6
13409,56,Wyoming,1997,1,364826,254349,69.7,241542,66.2,12807,5
13410,1,Alabama,1997,2,3300979,2121552,64.3,2010937,60.9,110615,5.2
13411,2,Alaska,1997,2,422259,312154,73.9,288732,68.4,23422,7.5
13412,4,Arizona,1997,2,3541406,2295259,64.8,2178922,61.5,116337,5.1
13413,5,Arkansas,1997,2,1955412,1244553,63.6,1179196,60.3,65357,5.3
13414,6,California,1997,2,23675872,15647167,66.1,14590214,61.6,1056953,6.8
13415,37,Los Angeles County,1997,2,6728773,4378524,65.1,4052225,60.2,326299,7.5
13416,8,Colorado,1997,2,3016065,2175964,72.1,2095308,69.5,80656,3.7
13417,9,Connecticut,1997,2,2563825,1757022,68.5,1657465,64.6,99557,5.7
13418,10,Delaware,1997,2,570542,388242,68,370666,65,17576,4.5
13419,11,District of Columbia,1997,2,451442,283101,62.7,261492,57.9,21609,7.6
13420,12,Florida,1997,2,11730549,7288426,62.1,6921305,59,367121,5
13421,13,Georgia,1997,2,5677935,3916821,69,3722609,65.6,194212,5
13422,15,Hawaii,1997,2,884280,600739,67.9,563099,63.7,37640,6.3
13423,16,Idaho,1997,2,892011,629671,70.6,596786,66.9,32885,5.2
13424,17,Illinois,1997,2,9139407,6281418,68.7,5966112,65.3,315306,5
13425,18,Indiana,1997,2,4499795,3104132,69,2998120,66.6,106012,3.4
13426,19,Iowa,1997,2,2200217,1609089,73.1,1554690,70.7,54399,3.4
13427,20,Kansas,1997,2,1951016,1372735,70.4,1317072,67.5,55663,4.1
13428,21,Kentucky,1997,2,2998281,1910034,63.7,1796903,59.9,113131,5.9
13429,22,Louisiana,1997,2,3235831,2008106,62.1,1882548,58.2,125558,6.3
13430,23,Maine,1997,2,968008,659972,68.2,626066,64.7,33906,5.1
13431,24,Maryland,1997,2,3878922,2762384,71.2,2623190,67.6,139194,5
13432,25,Massachusetts,1997,2,4806146,3284313,68.3,3148203,65.5,136110,4.1
13433,26,Michigan,1997,2,7390180,4925057,66.6,4699936,63.6,225121,4.6
13434,27,Minnesota,1997,2,3569915,2663711,74.6,2569931,72,93780,3.5
13435,28,Mississippi,1997,2,2038763,1269787,62.3,1195876,58.7,73911,5.8
13436,29,Missouri,1997,2,4118014,2922991,71,2788926,67.7,134065,4.6
13437,30,Montana,1997,2,672099,450239,67,426805,63.5,23434,5.2
13438,31,Nebraska,1997,2,1253963,918584,73.3,894704,71.4,23880,2.6
13439,32,Nevada,1997,2,1329603,925608,69.6,883736,66.5,41872,4.5
13440,33,New Hampshire,1997,2,903232,643714,71.3,620873,68.7,22841,3.5
13441,34,New Jersey,1997,2,6282328,4264045,67.9,4022538,64,241507,5.7
13442,35,New Mexico,1997,2,1293252,817538,63.2,762192,58.9,55346,6.8
13443,36,New York,1997,2,14270956,8933963,62.6,8348269,58.5,585694,6.6
13444,51000,New York city,1997,2,5997581,3478671,58,3136259,52.3,342412,9.8
13445,37,North Carolina,1997,2,5790889,3973048,68.6,3818857,65.9,154191,3.9
13446,38,North Dakota,1997,2,485191,351296,72.4,341331,70.3,9965,2.8
13447,39,Ohio,1997,2,8539927,5680985,66.5,5393991,63.2,286994,5.1
13448,40,Oklahoma,1997,2,2499236,1600324,64,1533753,61.4,66571,4.2
13449,41,Oregon,1997,2,2529263,1735434,68.6,1632039,64.5,103395,6
13450,42,Pennsylvania,1997,2,9418461,6038826,64.1,5719061,60.7,319765,5.3
13451,44,Rhode Island,1997,2,791990,523086,66,495604,62.6,27482,5.3
13452,45,South Carolina,1997,2,2880105,1912019,66.4,1807847,62.8,104172,5.4
13453,46,South Dakota,1997,2,547640,391419,71.5,379588,69.3,11831,3
13454,47,Tennessee,1997,2,4195177,2781821,66.3,2626027,62.6,155794,5.6
13455,48,Texas,1997,2,14246716,9854163,69.2,9297416,65.3,556747,5.6
13456,49,Utah,1997,2,1477564,1059147,71.7,1025057,69.4,34090,3.2
13457,50,Vermont,1997,2,457096,325067,71.1,311648,68.2,13419,4.1
13458,51,Virginia,1997,2,5093978,3435804,67.4,3283191,64.5,152613,4.4
13459,53,Washington,1997,2,4242915,2938576,69.3,2783521,65.6,155055,5.3
13460,54,West Virginia,1997,2,1437378,798191,55.5,740456,51.5,57735,7.2
13461,55,Wisconsin,1997,2,3976172,2948753,74.2,2840261,71.4,108492,3.7
13462,56,Wyoming,1997,2,364847,254010,69.6,241255,66.1,12755,5
13463,1,Alabama,1997,3,3302781,2124300,64.3,2014913,61,109387,5.1
13464,2,Alaska,1997,3,423250,312474,73.8,289200,68.3,23274,7.4
13465,4,Arizona,1997,3,3551190,2294630,64.6,2182466,61.5,112164,4.9
13466,5,Arkansas,1997,3,1956824,1244493,63.6,1179482,60.3,65011,5.2
13467,6,California,1997,3,23703963,15675166,66.1,14635058,61.7,1040108,6.6
13468,37,Los Angeles County,1997,3,6733282,4386170,65.1,4065053,60.4,321117,7.3
13469,8,Colorado,1997,3,3022043,2184274,72.3,2105744,69.7,78530,3.6
13470,9,Connecticut,1997,3,2564288,1756950,68.5,1659255,64.7,97695,5.6
13471,10,Delaware,1997,3,570618,387488,67.9,370729,65,16759,4.3
13472,11,District of Columbia,1997,3,450808,282074,62.6,260622,57.8,21452,7.6
13473,12,Florida,1997,3,11748904,7306706,62.2,6942087,59.1,364619,5
13474,13,Georgia,1997,3,5687946,3926763,69,3735508,65.7,191255,4.9
13475,15,Hawaii,1997,3,885411,600793,67.9,563215,63.6,37578,6.3
13476,16,Idaho,1997,3,893011,630862,70.6,598077,67,32785,5.2
13477,17,Illinois,1997,3,9142656,6284193,68.7,5975503,65.4,308690,4.9
13478,18,Indiana,1997,3,4501363,3108972,69.1,3002840,66.7,106132,3.4
13479,19,Iowa,1997,3,2200545,1608531,73.1,1555415,70.7,53116,3.3
13480,20,Kansas,1997,3,1952028,1373921,70.4,1319471,67.6,54450,4
13481,21,Kentucky,1997,3,2999331,1911130,63.7,1801001,60,110129,5.8
13482,22,Louisiana,1997,3,3236853,2010501,62.1,1885274,58.2,125227,6.2
13483,23,Maine,1997,3,967984,659581,68.1,625293,64.6,34288,5.2
13484,24,Maryland,1997,3,3880746,2764150,71.2,2625090,67.6,139060,5
13485,25,Massachusetts,1997,3,4808136,3291413,68.5,3156131,65.6,135282,4.1
13486,26,Michigan,1997,3,7391880,4929012,66.7,4709700,63.7,219312,4.4
13487,27,Minnesota,1997,3,3572600,2665342,74.6,2573419,72,91923,3.4
13488,28,Mississippi,1997,3,2040864,1270100,62.2,1197426,58.7,72674,5.7
13489,29,Missouri,1997,3,4120595,2921303,70.9,2792583,67.8,128720,4.4
13490,30,Montana,1997,3,672065,450499,67,426740,63.5,23759,5.3
13491,31,Nebraska,1997,3,1254207,919069,73.3,895502,71.4,23567,2.6
13492,32,Nevada,1997,3,1334528,929129,69.6,887726,66.5,41403,4.5
13493,33,New Hampshire,1997,3,904328,644985,71.3,622264,68.8,22721,3.5
13494,34,New Jersey,1997,3,6285506,4264848,67.9,4030314,64.1,234534,5.5
13495,35,New Mexico,1997,3,1294464,818163,63.2,763721,59,54442,6.7
13496,36,New York,1997,3,14273037,8958859,62.8,8368885,58.6,589974,6.6
13497,51000,New York city,1997,3,6000411,3490074,58.2,3144572,52.4,345502,9.9
13498,37,North Carolina,1997,3,5798376,3979937,68.6,3827785,66,152152,3.8
13499,38,North Dakota,1997,3,485263,351628,72.5,341501,70.4,10127,2.9
13500,39,Ohio,1997,3,8539856,5683049,66.5,5403191,63.3,279858,4.9
13501,40,Oklahoma,1997,3,2501425,1602724,64.1,1536283,61.4,66441,4.1
13502,41,Oregon,1997,3,2532533,1737199,68.6,1635118,64.6,102081,5.9
13503,42,Pennsylvania,1997,3,9417071,6044049,64.2,5723357,60.8,320692,5.3
13504,44,Rhode Island,1997,3,792479,524164,66.1,496733,62.7,27431,5.2
13505,45,South Carolina,1997,3,2883083,1911483,66.3,1811277,62.8,100206,5.2
13506,46,South Dakota,1997,3,547728,391842,71.5,380141,69.4,11701,3
13507,47,Tennessee,1997,3,4199772,2781017,66.2,2627624,62.6,153393,5.5
13508,48,Texas,1997,3,14267318,9871623,69.2,9319393,65.3,552230,5.6
13509,49,Utah,1997,3,1481013,1061777,71.7,1028232,69.4,33545,3.2
13510,50,Vermont,1997,3,457120,325416,71.2,312086,68.3,13330,4.1
13511,51,Virginia,1997,3,5099105,3439301,67.4,3289122,64.5,150179,4.4
13512,53,Washington,1997,3,4249159,2949121,69.4,2796856,65.8,152265,5.2
13513,54,West Virginia,1997,3,1437254,797331,55.5,740836,51.5,56495,7.1
13514,55,Wisconsin,1997,3,3978627,2952383,74.2,2843528,71.5,108855,3.7
13515,56,Wyoming,1997,3,364869,253773,69.6,241117,66.1,12656,5
13516,1,Alabama,1997,4,3303583,2127790,64.4,2019197,61.1,108593,5.1
13517,2,Alaska,1997,4,423241,312777,73.9,289711,68.5,23066,7.4
13518,4,Arizona,1997,4,3560974,2295727,64.5,2187407,61.4,108320,4.7
13519,5,Arkansas,1997,4,1958236,1244777,63.6,1179872,60.3,64905,5.2
13520,6,California,1997,4,23735055,15707982,66.2,14684531,61.9,1023451,6.5
13521,37,Los Angeles County,1997,4,6738391,4395558,65.2,4080098,60.6,315460,7.2
13522,8,Colorado,1997,4,3028020,2193734,72.4,2117069,69.9,76665,3.5
13523,9,Connecticut,1997,4,2564751,1757076,68.5,1661529,64.8,95547,5.4
13524,10,Delaware,1997,4,571694,386978,67.7,370844,64.9,16134,4.2
13525,11,District of Columbia,1997,4,451173,281340,62.4,259880,57.6,21460,7.6
13526,12,Florida,1997,4,11768259,7329934,62.3,6968355,59.2,361579,4.9
13527,13,Georgia,1997,4,5698957,3936876,69.1,3749483,65.8,187393,4.8
13528,15,Hawaii,1997,4,886542,600925,67.8,563314,63.5,37611,6.3
13529,16,Idaho,1997,4,895011,632040,70.6,599366,67,32674,5.2
13530,17,Illinois,1997,4,9145905,6287855,68.8,5986729,65.5,301126,4.8
13531,18,Indiana,1997,4,4502930,3115443,69.2,3008569,66.8,106874,3.4
13532,19,Iowa,1997,4,2200873,1607673,73,1555942,70.7,51731,3.2
13533,20,Kansas,1997,4,1953040,1375694,70.4,1322523,67.7,53171,3.9
13534,21,Kentucky,1997,4,3000381,1912940,63.8,1805827,60.2,107113,5.6
13535,22,Louisiana,1997,4,3238874,2013976,62.2,1888919,58.3,125057,6.2
13536,23,Maine,1997,4,968961,659035,68,624696,64.5,34339,5.2
13537,24,Maryland,1997,4,3882571,2765679,71.2,2627195,67.7,138484,5
