candidate,pct_estimate,lo,hi,date,election,cycle
Democrats,47.375353,43.464029,51.286676,12/28/19,11/3/20,2020
Republicans,40.895744,36.77588,45.015607,12/28/19,11/3/20,2020
Democrats,47.378832,43.47168,51.285984,12/29/19,11/3/20,2020
Republicans,40.89774,36.780386,45.015093,12/29/19,11/3/20,2020
Democrats,47.382277,43.48003,51.284524,12/30/19,11/3/20,2020
Republicans,40.899572,36.784584,45.01456,12/30/19,11/3/20,2020
Democrats,47.38635,43.487744,51.284956,12/31/19,11/3/20,2020
Republicans,40.901499,36.787898,45.015101,12/31/19,11/3/20,2020
Democrats,47.477053,43.493592,51.460513,1/1/20,11/3/20,2020
Republicans,40.889573,36.728568,45.050579,1/1/20,11/3/20,2020
Democrats,47.482099,43.503555,51.460642,1/2/20,11/3/20,2020
Republicans,40.891777,36.734378,45.049176,1/2/20,11/3/20,2020
Democrats,47.486966,43.51227,51.461663,1/3/20,11/3/20,2020
Republicans,40.893956,36.739356,45.048555,1/3/20,11/3/20,2020
Democrats,47.49157,43.521399,51.461741,1/4/20,11/3/20,2020
Republicans,40.89612,36.744291,45.047949,1/4/20,11/3/20,2020
Democrats,47.496507,43.531005,51.462009,1/5/20,11/3/20,2020
Republicans,40.898045,36.74849,45.0476,1/5/20,11/3/20,2020
Democrats,47.50122,43.540328,51.462112,1/6/20,11/3/20,2020
Republicans,40.90018,36.753272,45.047087,1/6/20,11/3/20,2020
Democrats,47.505615,43.547694,51.463536,1/7/20,11/3/20,2020
Republicans,40.902419,36.757678,45.04716,1/7/20,11/3/20,2020
Democrats,47.508239,43.48916,51.527318,1/8/20,11/3/20,2020
Republicans,40.890215,36.693641,45.08679,1/8/20,11/3/20,2020
Democrats,47.513029,43.499988,51.52607,1/9/20,11/3/20,2020
Republicans,40.89229,36.699612,45.084967,1/9/20,11/3/20,2020
Democrats,47.51768,43.510105,51.525255,1/10/20,11/3/20,2020
Republicans,40.894087,36.704495,45.08368,1/10/20,11/3/20,2020
Democrats,47.522499,43.51998,51.525019,1/11/20,11/3/20,2020
Republicans,40.896185,36.709191,45.08318,1/11/20,11/3/20,2020
Democrats,47.526849,43.529055,51.524642,1/12/20,11/3/20,2020
Republicans,40.898226,36.714424,45.082027,1/12/20,11/3/20,2020
Democrats,47.531594,43.536932,51.526255,1/13/20,11/3/20,2020
Republicans,40.900834,36.719959,45.081709,1/13/20,11/3/20,2020
Democrats,47.536092,43.543503,51.52868,1/14/20,11/3/20,2020
Republicans,40.903461,36.725145,45.081777,1/14/20,11/3/20,2020
Democrats,46.965933,42.830237,51.10163,1/15/20,11/3/20,2020
Republicans,41.121264,36.95129,45.291237,1/15/20,11/3/20,2020
Democrats,46.960657,42.827801,51.093513,1/16/20,11/3/20,2020
Republicans,41.125978,36.960009,45.291948,1/16/20,11/3/20,2020
Democrats,46.956043,42.824407,51.087679,1/17/20,11/3/20,2020
Republicans,41.132387,36.969931,45.294843,1/17/20,11/3/20,2020
Democrats,46.951337,42.820751,51.081923,1/18/20,11/3/20,2020
Republicans,41.137882,36.979006,45.296759,1/18/20,11/3/20,2020
Democrats,46.947963,42.817615,51.078311,1/19/20,11/3/20,2020
Republicans,41.142957,36.988474,45.297441,1/19/20,11/3/20,2020
Democrats,46.942617,42.8122,51.073035,1/20/20,11/3/20,2020
Republicans,41.150057,36.999517,45.300597,1/20/20,11/3/20,2020
Democrats,46.939349,42.8089,51.069797,1/21/20,11/3/20,2020
Republicans,41.155448,37.00762,45.303277,1/21/20,11/3/20,2020
Democrats,46.755367,42.566438,50.944297,1/22/20,11/3/20,2020
Republicans,41.282842,37.060634,45.50505,1/22/20,11/3/20,2020
Democrats,46.745845,42.558451,50.93324,1/23/20,11/3/20,2020
Republicans,41.291846,37.073984,45.509707,1/23/20,11/3/20,2020
Democrats,46.738182,42.550501,50.925863,1/24/20,11/3/20,2020
Republicans,41.300254,37.085777,45.51473,1/24/20,11/3/20,2020
Democrats,46.730554,42.542874,50.918235,1/25/20,11/3/20,2020
Republicans,41.308893,37.097448,45.520337,1/25/20,11/3/20,2020
Democrats,46.720405,42.53153,50.90928,1/26/20,11/3/20,2020
Republicans,41.31942,37.110764,45.528076,1/26/20,11/3/20,2020
Democrats,46.711613,42.521199,50.902028,1/27/20,11/3/20,2020
Republicans,41.328872,37.12315,45.534593,1/27/20,11/3/20,2020
Democrats,46.872377,42.711909,51.032845,1/28/20,11/3/20,2020
Republicans,41.359235,37.143606,45.574863,1/28/20,11/3/20,2020
Democrats,46.940937,42.782926,51.098947,1/29/20,11/3/20,2020
Republicans,41.2351,37.017831,45.45237,1/29/20,11/3/20,2020
Democrats,46.93622,42.778436,51.094005,1/30/20,11/3/20,2020
Republicans,41.242109,37.02875,45.455467,1/30/20,11/3/20,2020
Democrats,46.930016,42.771875,51.088156,1/31/20,11/3/20,2020
Republicans,41.250409,37.039477,45.461341,1/31/20,11/3/20,2020
Democrats,46.92366,42.759749,51.08757,2/1/20,11/3/20,2020
Republicans,41.270509,37.057875,45.483142,2/1/20,11/3/20,2020
Democrats,47.206118,43.110962,51.301273,2/2/20,11/3/20,2020
Republicans,41.472159,37.305935,45.638383,2/2/20,11/3/20,2020
Democrats,47.205862,43.110616,51.301109,2/3/20,11/3/20,2020
Republicans,41.483297,37.319299,45.647295,2/3/20,11/3/20,2020
Democrats,47.205836,43.110833,51.300839,2/4/20,11/3/20,2020
Republicans,41.494024,37.332299,45.655749,2/4/20,11/3/20,2020
Democrats,47.243311,43.120081,51.366542,2/5/20,11/3/20,2020
Republicans,41.499662,37.305471,45.693854,2/5/20,11/3/20,2020
Democrats,47.243791,43.121395,51.366188,2/6/20,11/3/20,2020
Republicans,41.510539,37.319394,45.701684,2/6/20,11/3/20,2020
Democrats,47.244458,43.122828,51.366088,2/7/20,11/3/20,2020
Republicans,41.51891,37.330612,45.707207,2/7/20,11/3/20,2020
Democrats,47.24521,43.124599,51.365822,2/8/20,11/3/20,2020
Republicans,41.526627,37.341384,45.711871,2/8/20,11/3/20,2020
Democrats,47.245527,43.125469,51.365585,2/9/20,11/3/20,2020
Republicans,41.536892,37.354521,45.719263,2/9/20,11/3/20,2020
Democrats,47.246125,43.126557,51.365693,2/10/20,11/3/20,2020
Republicans,41.545854,37.366391,45.725317,2/10/20,11/3/20,2020
Democrats,47.279577,43.156202,51.402951,2/11/20,11/3/20,2020
Republicans,41.718016,37.533728,45.902304,2/11/20,11/3/20,2020
Democrats,47.304918,43.18485,51.424986,2/12/20,11/3/20,2020
Republicans,41.674636,37.493402,45.85587,2/12/20,11/3/20,2020
Democrats,47.334446,43.284607,51.384284,2/13/20,11/3/20,2020
Republicans,41.730598,37.515928,45.945268,2/13/20,11/3/20,2020
Democrats,47.335982,43.28781,51.384154,2/14/20,11/3/20,2020
Republicans,41.741848,37.529383,45.954314,2/14/20,11/3/20,2020
Democrats,47.337366,43.291056,51.383676,2/15/20,11/3/20,2020
Republicans,41.754037,37.544079,45.963994,2/15/20,11/3/20,2020
Democrats,47.338836,43.294135,51.383537,2/16/20,11/3/20,2020
Republicans,41.765729,37.558271,45.973187,2/16/20,11/3/20,2020
Democrats,47.340384,43.297505,51.383262,2/17/20,11/3/20,2020
Republicans,41.776139,37.571069,45.981209,2/17/20,11/3/20,2020
Democrats,47.342274,43.301197,51.383351,2/18/20,11/3/20,2020
Republicans,41.786666,37.583479,45.989853,2/18/20,11/3/20,2020
Democrats,47.730434,43.851245,51.609624,2/19/20,11/3/20,2020
Republicans,41.280473,37.256082,45.304865,2/19/20,11/3/20,2020
Democrats,47.73635,43.860674,51.612026,2/20/20,11/3/20,2020
Republicans,41.283519,37.263147,45.303892,2/20/20,11/3/20,2020
Democrats,47.743357,43.870783,51.615931,2/21/20,11/3/20,2020
Republicans,41.285857,37.269033,45.30268,2/21/20,11/3/20,2020
Democrats,47.749935,43.880781,51.619089,2/22/20,11/3/20,2020
Republicans,41.287654,37.274724,45.300585,2/22/20,11/3/20,2020
Democrats,47.755598,43.89022,51.620976,2/23/20,11/3/20,2020
Republicans,41.288806,37.27996,45.297652,2/23/20,11/3/20,2020
Democrats,47.746851,43.861323,51.632379,2/24/20,11/3/20,2020
Republicans,41.278723,37.242242,45.315205,2/24/20,11/3/20,2020
Democrats,47.752032,43.870285,51.633778,2/25/20,11/3/20,2020
Republicans,41.279978,37.248058,45.311899,2/25/20,11/3/20,2020
Democrats,47.756064,43.875399,51.636728,2/26/20,11/3/20,2020
Republicans,41.252823,37.222438,45.283207,2/26/20,11/3/20,2020
Democrats,47.761715,43.885176,51.638253,2/27/20,11/3/20,2020
Republicans,41.252794,37.227375,45.278213,2/27/20,11/3/20,2020
Democrats,47.766774,43.893757,51.639791,2/28/20,11/3/20,2020
Republicans,41.252726,37.231556,45.273897,2/28/20,11/3/20,2020
Democrats,47.771533,43.901779,51.641286,2/29/20,11/3/20,2020
Republicans,41.252905,37.235279,45.270532,2/29/20,11/3/20,2020
Democrats,47.77639,43.909752,51.643028,3/1/20,11/3/20,2020
Republicans,41.252616,37.239211,45.266021,3/1/20,11/3/20,2020
Democrats,47.938997,44.000999,51.876994,3/2/20,11/3/20,2020
Republicans,41.219459,37.200786,45.238133,3/2/20,11/3/20,2020
Democrats,47.945234,44.009793,51.880675,3/3/20,11/3/20,2020
Republicans,41.21943,37.20473,45.23413,3/3/20,11/3/20,2020
Democrats,48.039185,44.046728,52.031643,3/4/20,11/3/20,2020
Republicans,41.129145,37.070135,45.188155,3/4/20,11/3/20,2020
Democrats,48.048425,44.058418,52.038433,3/5/20,11/3/20,2020
Republicans,41.126441,37.07152,45.181363,3/5/20,11/3/20,2020
Democrats,48.056071,44.067741,52.044402,3/6/20,11/3/20,2020
Republicans,41.125092,37.073228,45.176956,3/6/20,11/3/20,2020
Democrats,48.064131,44.077873,52.050388,3/7/20,11/3/20,2020
Republicans,41.12371,37.074977,45.172444,3/7/20,11/3/20,2020
Democrats,48.072693,44.08882,52.056566,3/8/20,11/3/20,2020
Republicans,41.121941,37.076649,45.167233,3/8/20,11/3/20,2020
Democrats,48.841603,44.564748,53.118457,3/9/20,11/3/20,2020
Republicans,41.61671,37.546159,45.687261,3/9/20,11/3/20,2020
Democrats,48.857106,44.579268,53.134944,3/10/20,11/3/20,2020
Republicans,41.621713,37.5538,45.689625,3/10/20,11/3/20,2020
Democrats,48.778247,44.506749,53.049745,3/11/20,11/3/20,2020
Republicans,41.679304,37.610342,45.748266,3/11/20,11/3/20,2020
Democrats,48.792117,44.519628,53.064605,3/12/20,11/3/20,2020
Republicans,41.685283,37.619106,45.75146,3/12/20,11/3/20,2020
Democrats,48.807109,44.533739,53.080479,3/13/20,11/3/20,2020
Republicans,41.691434,37.627796,45.755072,3/13/20,11/3/20,2020
Democrats,48.819833,44.545722,53.093944,3/14/20,11/3/20,2020
Republicans,41.696707,37.635642,45.757771,3/14/20,11/3/20,2020
Democrats,48.83511,44.560151,53.110069,3/15/20,11/3/20,2020
Republicans,41.702091,37.643781,45.760402,3/15/20,11/3/20,2020
Democrats,48.733343,44.517591,52.949095,3/16/20,11/3/20,2020
Republicans,41.449765,37.401057,45.498473,3/16/20,11/3/20,2020
Democrats,48.746403,44.530159,52.962646,3/17/20,11/3/20,2020
Republicans,41.452881,37.406396,45.499365,3/17/20,11/3/20,2020
Democrats,48.753357,44.538452,52.968261,3/18/20,11/3/20,2020
Republicans,41.3933,37.337891,45.448709,3/18/20,11/3/20,2020
Democrats,48.766386,44.551002,52.98177,3/19/20,11/3/20,2020
Republicans,41.395337,37.341895,45.448779,3/19/20,11/3/20,2020
Democrats,48.780599,44.565343,52.995854,3/20/20,11/3/20,2020
Republicans,41.39636,37.345376,45.447344,3/20/20,11/3/20,2020
Democrats,48.795875,44.580727,53.011022,3/21/20,11/3/20,2020
Republicans,41.397299,37.348356,45.446241,3/21/20,11/3/20,2020
Democrats,48.809226,44.593692,53.02476,3/22/20,11/3/20,2020
Republicans,41.397999,37.351096,45.444901,3/22/20,11/3/20,2020
Democrats,48.825343,44.609622,53.041065,3/23/20,11/3/20,2020
Republicans,41.398215,37.353735,45.442695,3/23/20,11/3/20,2020
Democrats,48.807683,44.584207,53.031158,3/24/20,11/3/20,2020
Republicans,41.324251,37.230529,45.417973,3/24/20,11/3/20,2020
Democrats,48.723757,44.505495,52.942018,3/25/20,11/3/20,2020
Republicans,41.226284,37.113091,45.339477,3/25/20,11/3/20,2020
Democrats,48.733869,44.515853,52.951885,3/26/20,11/3/20,2020
Republicans,41.224512,37.112947,45.336077,3/26/20,11/3/20,2020
Democrats,48.725014,44.548106,52.901923,3/27/20,11/3/20,2020
Republicans,41.320849,37.166763,45.474936,3/27/20,11/3/20,2020
Democrats,48.734,44.55824,52.909761,3/28/20,11/3/20,2020
Republicans,41.32235,37.167838,45.476862,3/28/20,11/3/20,2020
Democrats,48.741608,44.56718,52.916035,3/29/20,11/3/20,2020
Republicans,41.323422,37.168494,45.478351,3/29/20,11/3/20,2020
Democrats,48.7495,44.575818,52.923182,3/30/20,11/3/20,2020
Republicans,41.323836,37.168527,45.479145,3/30/20,11/3/20,2020
Democrats,48.757274,44.584771,52.929776,3/31/20,11/3/20,2020
Republicans,41.32518,37.169109,45.481251,3/31/20,11/3/20,2020
Democrats,48.888434,44.802327,52.974541,4/1/20,11/3/20,2020
Republicans,41.219422,37.21493,45.223915,4/1/20,11/3/20,2020
Democrats,48.897455,44.814612,52.980298,4/2/20,11/3/20,2020
Republicans,41.21904,37.216244,45.221836,4/2/20,11/3/20,2020
Democrats,48.906243,44.825816,52.986669,4/3/20,11/3/20,2020
Republicans,41.218924,37.216802,45.221045,4/3/20,11/3/20,2020
Democrats,48.915219,44.837246,52.993192,4/4/20,11/3/20,2020
Republicans,41.218628,37.217592,45.219664,4/4/20,11/3/20,2020
Democrats,48.924115,44.849512,52.998718,4/5/20,11/3/20,2020
Republicans,41.217676,37.217502,45.21785,4/5/20,11/3/20,2020
Democrats,48.931903,44.860367,53.003438,4/6/20,11/3/20,2020
Republicans,41.216959,37.216986,45.216932,4/6/20,11/3/20,2020
Democrats,48.915815,44.824206,53.007424,4/7/20,11/3/20,2020
Republicans,41.187228,37.148949,45.225507,4/7/20,11/3/20,2020
Democrats,48.889828,44.802677,52.976979,4/8/20,11/3/20,2020
Republicans,41.150993,37.108638,45.193348,4/8/20,11/3/20,2020
Democrats,48.897067,44.813804,52.98033,4/9/20,11/3/20,2020
Republicans,41.14995,37.10884,45.191059,4/9/20,11/3/20,2020
Democrats,48.903579,44.823814,52.983345,4/10/20,11/3/20,2020
Republicans,41.148443,37.108062,45.188824,4/10/20,11/3/20,2020
Democrats,48.910186,44.833837,52.986535,4/11/20,11/3/20,2020
Republicans,41.147059,37.107092,45.187027,4/11/20,11/3/20,2020
Democrats,48.916677,44.844462,52.988891,4/12/20,11/3/20,2020
Republicans,41.145872,37.106337,45.185408,4/12/20,11/3/20,2020
Democrats,48.645551,44.59226,52.698841,4/13/20,11/3/20,2020
Republicans,40.808949,36.716524,44.901374,4/13/20,11/3/20,2020
Democrats,48.649368,44.59807,52.700667,4/14/20,11/3/20,2020
Republicans,40.805204,36.711294,44.899114,4/14/20,11/3/20,2020
Democrats,48.587213,44.509296,52.665131,4/15/20,11/3/20,2020
Republicans,40.811231,36.70518,44.917282,4/15/20,11/3/20,2020
Democrats,48.640028,44.599193,52.680862,4/16/20,11/3/20,2020
Republicans,40.758145,36.610362,44.905929,4/16/20,11/3/20,2020
Democrats,48.64228,44.604816,52.679743,4/17/20,11/3/20,2020
Republicans,40.753265,36.603477,44.903052,4/17/20,11/3/20,2020
Democrats,48.644616,44.609974,52.679259,4/18/20,11/3/20,2020
Republicans,40.748348,36.596804,44.899892,4/18/20,11/3/20,2020
Democrats,48.64644,44.614094,52.678787,4/19/20,11/3/20,2020
Republicans,40.743244,36.589903,44.896585,4/19/20,11/3/20,2020
Democrats,48.622901,44.573071,52.672732,4/20/20,11/3/20,2020
Republicans,40.783164,36.65586,44.910467,4/20/20,11/3/20,2020
Democrats,48.437579,44.389961,52.485198,4/21/20,11/3/20,2020
Republicans,40.425107,36.144763,44.705452,4/21/20,11/3/20,2020
Democrats,48.128604,44.058436,52.198771,4/22/20,11/3/20,2020
Republicans,40.51965,36.231388,44.807912,4/22/20,11/3/20,2020
Democrats,48.083779,43.997793,52.169766,4/23/20,11/3/20,2020
Republicans,40.517005,36.228109,44.805901,4/23/20,11/3/20,2020
Democrats,48.079047,43.992468,52.165626,4/24/20,11/3/20,2020
Republicans,40.509531,36.21612,44.802943,4/24/20,11/3/20,2020
Democrats,48.072064,43.984813,52.159315,4/25/20,11/3/20,2020
Republicans,40.501335,36.203466,44.799204,4/25/20,11/3/20,2020
Democrats,48.066043,43.977639,52.154447,4/26/20,11/3/20,2020
Republicans,40.493549,36.191518,44.79558,4/26/20,11/3/20,2020
Democrats,48.25546,44.217522,52.293399,4/27/20,11/3/20,2020
Republicans,40.417437,36.184306,44.650568,4/27/20,11/3/20,2020
Democrats,48.252385,44.214165,52.290604,4/28/20,11/3/20,2020
Republicans,40.408972,36.171921,44.646022,4/28/20,11/3/20,2020
Democrats,48.0114,43.877139,52.14566,4/29/20,11/3/20,2020
Republicans,40.308299,36.048186,44.568413,4/29/20,11/3/20,2020
Democrats,48.001074,43.868156,52.133992,4/30/20,11/3/20,2020
Republicans,40.317583,36.07062,44.564546,4/30/20,11/3/20,2020
Democrats,47.99218,43.857345,52.127015,5/1/20,11/3/20,2020
Republicans,40.305093,36.05428,44.555905,5/1/20,11/3/20,2020
Democrats,47.98047,43.842948,52.117992,5/2/20,11/3/20,2020
Republicans,40.291258,36.035418,44.547099,5/2/20,11/3/20,2020
Democrats,47.970647,43.830675,52.11062,5/3/20,11/3/20,2020
Republicans,40.278457,36.017806,44.539108,5/3/20,11/3/20,2020
Democrats,47.958005,43.810655,52.105355,5/4/20,11/3/20,2020
Republicans,40.259022,35.987878,44.530166,5/4/20,11/3/20,2020
Democrats,47.872252,43.690413,52.054092,5/5/20,11/3/20,2020
Republicans,40.30781,36.043286,44.572334,5/5/20,11/3/20,2020
Democrats,48.492997,44.232031,52.753964,5/6/20,11/3/20,2020
Republicans,40.574865,36.433382,44.716348,5/6/20,11/3/20,2020
Democrats,48.482495,44.217916,52.747073,5/7/20,11/3/20,2020
Republicans,40.561489,36.415763,44.707216,5/7/20,11/3/20,2020
Democrats,48.478791,44.210541,52.74704,5/8/20,11/3/20,2020
Republicans,40.553005,36.403664,44.702347,5/8/20,11/3/20,2020
Democrats,48.475144,44.203235,52.747052,5/9/20,11/3/20,2020
Republicans,40.544441,36.391783,44.697099,5/9/20,11/3/20,2020
Democrats,48.470679,44.195627,52.745731,5/10/20,11/3/20,2020
Republicans,40.535741,36.379794,44.691689,5/10/20,11/3/20,2020
Democrats,48.463103,44.179742,52.746464,5/11/20,11/3/20,2020
Republicans,40.555033,36.404459,44.705607,5/11/20,11/3/20,2020
Democrats,48.459356,44.173076,52.745636,5/12/20,11/3/20,2020
Republicans,40.547724,36.394982,44.700466,5/12/20,11/3/20,2020
Democrats,48.464615,44.177308,52.751922,5/13/20,11/3/20,2020
Republicans,40.609729,36.454904,44.764554,5/13/20,11/3/20,2020
Democrats,48.459802,44.171485,52.748119,5/14/20,11/3/20,2020
Republicans,40.587435,36.424915,44.749956,5/14/20,11/3/20,2020
Democrats,48.455491,44.164224,52.746757,5/15/20,11/3/20,2020
Republicans,40.581033,36.415566,44.7465,5/15/20,11/3/20,2020
Democrats,48.452613,44.158598,52.746628,5/16/20,11/3/20,2020
Republicans,40.575847,36.407544,44.74415,5/16/20,11/3/20,2020
Democrats,48.45083,44.154032,52.747629,5/17/20,11/3/20,2020
Republicans,40.571151,36.399849,44.742452,5/17/20,11/3/20,2020
Democrats,48.410846,44.088907,52.732786,5/18/20,11/3/20,2020
Republicans,40.527259,36.322566,44.731951,5/18/20,11/3/20,2020
Democrats,48.281744,44.014981,52.548507,5/19/20,11/3/20,2020
Republicans,40.385476,36.207435,44.563517,5/19/20,11/3/20,2020
Democrats,48.230639,43.960838,52.500441,5/20/20,11/3/20,2020
Republicans,40.294743,36.098619,44.490866,5/20/20,11/3/20,2020
Democrats,48.226679,43.954237,52.49912,5/21/20,11/3/20,2020
Republicans,40.287662,36.088475,44.486849,5/21/20,11/3/20,2020
Democrats,48.218035,43.948093,52.487977,5/22/20,11/3/20,2020
Republicans,40.263432,36.058292,44.468571,5/22/20,11/3/20,2020
Democrats,48.214278,43.94163,52.486927,5/23/20,11/3/20,2020
Republicans,40.25638,36.048481,44.46428,5/23/20,11/3/20,2020
Democrats,48.211066,43.935746,52.486387,5/24/20,11/3/20,2020
Republicans,40.249761,36.039067,44.460456,5/24/20,11/3/20,2020
Democrats,48.207099,43.92906,52.485138,5/25/20,11/3/20,2020
Republicans,40.243287,36.030151,44.456424,5/25/20,11/3/20,2020
Democrats,48.228407,43.953983,52.502832,5/26/20,11/3/20,2020
Republicans,40.271519,36.070612,44.472427,5/26/20,11/3/20,2020
Democrats,48.172142,43.933712,52.410572,5/27/20,11/3/20,2020
Republicans,40.478305,36.175168,44.781442,5/27/20,11/3/20,2020
Democrats,48.172359,43.938048,52.406669,5/28/20,11/3/20,2020
Republicans,40.494459,36.195613,44.793305,5/28/20,11/3/20,2020
Democrats,48.188221,43.951143,52.4253,5/29/20,11/3/20,2020
Republicans,40.501704,36.204518,44.79889,5/29/20,11/3/20,2020
Democrats,48.183955,43.945115,52.422795,5/30/20,11/3/20,2020
Republicans,40.503553,36.200652,44.806454,5/30/20,11/3/20,2020
Democrats,48.179205,43.939265,52.419144,5/31/20,11/3/20,2020
Republicans,40.503586,36.195585,44.811588,5/31/20,11/3/20,2020
Democrats,48.167358,43.918785,52.41593,6/1/20,11/3/20,2020
Republicans,40.461502,36.131364,44.791641,6/1/20,11/3/20,2020
Democrats,48.160301,43.908565,52.412036,6/2/20,11/3/20,2020
Republicans,40.459069,36.12214,44.795997,6/2/20,11/3/20,2020
Democrats,48.681952,44.353823,53.010081,6/3/20,11/3/20,2020
Republicans,40.915374,36.654163,45.176585,6/3/20,11/3/20,2020
Democrats,48.684529,44.35905,53.010009,6/4/20,11/3/20,2020
Republicans,40.890045,36.615447,45.164643,6/4/20,11/3/20,2020
Democrats,48.685475,44.35566,53.01529,6/5/20,11/3/20,2020
Republicans,40.893158,36.612268,45.174048,6/5/20,11/3/20,2020
Democrats,48.68578,44.351324,53.020236,6/6/20,11/3/20,2020
Republicans,40.896836,36.610661,45.183011,6/6/20,11/3/20,2020
Democrats,49.025669,44.760585,53.290754,6/7/20,11/3/20,2020
Republicans,40.602917,36.469038,44.736796,6/7/20,11/3/20,2020
Democrats,49.044328,44.780506,53.308151,6/8/20,11/3/20,2020
Republicans,40.604624,36.46784,44.741408,6/8/20,11/3/20,2020
Democrats,48.589891,44.261548,52.918234,6/9/20,11/3/20,2020
Republicans,40.60264,36.552283,44.652997,6/9/20,11/3/20,2020
Democrats,48.547652,44.230552,52.864752,6/10/20,11/3/20,2020
Republicans,40.573652,36.532247,44.615057,6/10/20,11/3/20,2020
Democrats,48.538525,44.22008,52.85697,6/11/20,11/3/20,2020
Republicans,40.608859,36.583884,44.633835,6/11/20,11/3/20,2020
Democrats,48.534884,44.211828,52.857941,6/12/20,11/3/20,2020
Republicans,40.608041,36.58258,44.633503,6/12/20,11/3/20,2020
Democrats,48.531725,44.203766,52.859684,6/13/20,11/3/20,2020
Republicans,40.607167,36.581114,44.63322,6/13/20,11/3/20,2020
Democrats,48.528778,44.195894,52.861662,6/14/20,11/3/20,2020
Republicans,40.60604,36.578275,44.633805,6/14/20,11/3/20,2020
Democrats,48.522442,44.183091,52.861794,6/15/20,11/3/20,2020
Republicans,40.595917,36.560074,44.63176,6/15/20,11/3/20,2020
Democrats,48.518575,44.175002,52.862148,6/16/20,11/3/20,2020
Republicans,40.594035,36.556513,44.631557,6/16/20,11/3/20,2020
Democrats,48.555617,44.242662,52.868572,6/17/20,11/3/20,2020
Republicans,40.730403,36.626206,44.834599,6/17/20,11/3/20,2020
Democrats,48.391472,44.156946,52.625997,6/18/20,11/3/20,2020
Republicans,40.412644,36.279791,44.545497,6/18/20,11/3/20,2020
Democrats,48.385537,44.147839,52.623235,6/19/20,11/3/20,2020
Republicans,40.410742,36.274636,44.546849,6/19/20,11/3/20,2020
Democrats,48.379775,44.138771,52.620778,6/20/20,11/3/20,2020
Republicans,40.409175,36.269376,44.548974,6/20/20,11/3/20,2020
Democrats,48.375082,44.131334,52.618829,6/21/20,11/3/20,2020
Republicans,40.408266,36.266068,44.550464,6/21/20,11/3/20,2020
Democrats,48.370825,44.124357,52.617293,6/22/20,11/3/20,2020
Republicans,40.407552,36.263467,44.551637,6/22/20,11/3/20,2020
Democrats,48.723496,44.433383,53.013609,6/23/20,11/3/20,2020
Republicans,40.527627,36.480518,44.574735,6/23/20,11/3/20,2020
Democrats,48.717098,44.441235,52.992961,6/24/20,11/3/20,2020
Republicans,40.592799,36.557495,44.628102,6/24/20,11/3/20,2020
Democrats,48.716028,44.43714,52.994917,6/25/20,11/3/20,2020
Republicans,40.593687,36.557811,44.629564,6/25/20,11/3/20,2020
Democrats,48.619761,44.408409,52.831113,6/26/20,11/3/20,2020
Republicans,40.717432,36.718157,44.716707,6/26/20,11/3/20,2020
Democrats,48.618302,44.405712,52.830891,6/27/20,11/3/20,2020
Republicans,40.720938,36.721897,44.719979,6/27/20,11/3/20,2020
Democrats,48.617534,44.404318,52.830749,6/28/20,11/3/20,2020
Republicans,40.725793,36.72765,44.723936,6/28/20,11/3/20,2020
Democrats,48.497889,44.221918,52.77386,6/29/20,11/3/20,2020
Republicans,40.759681,36.767747,44.751614,6/29/20,11/3/20,2020
Democrats,48.985499,44.800606,53.170392,6/30/20,11/3/20,2020
Republicans,39.95465,35.934525,43.974774,6/30/20,11/3/20,2020
Democrats,49.208073,45.081001,53.335145,7/1/20,11/3/20,2020
Republicans,40.264892,36.308571,44.221214,7/1/20,11/3/20,2020
Democrats,49.183145,45.155068,53.211222,7/2/20,11/3/20,2020
Republicans,40.39281,36.505499,44.280121,7/2/20,11/3/20,2020
Democrats,49.186876,45.160255,53.213497,7/3/20,11/3/20,2020
Republicans,40.391628,36.504155,44.279101,7/3/20,11/3/20,2020
Democrats,49.191612,45.166623,53.216602,7/4/20,11/3/20,2020
Republicans,40.389912,36.502391,44.277433,7/4/20,11/3/20,2020
Democrats,49.19484,45.171104,53.218575,7/5/20,11/3/20,2020
Republicans,40.389521,36.502533,44.276508,7/5/20,11/3/20,2020
Democrats,49.200003,45.178409,53.221597,7/6/20,11/3/20,2020
Republicans,40.388789,36.501971,44.275606,7/6/20,11/3/20,2020
Democrats,49.204179,45.183493,53.224864,7/7/20,11/3/20,2020
Republicans,40.389393,36.502507,44.276278,7/7/20,11/3/20,2020
Democrats,49.386494,45.366495,53.406494,7/8/20,11/3/20,2020
Republicans,40.425462,36.570776,44.280148,7/8/20,11/3/20,2020
Democrats,49.394983,45.376457,53.413509,7/9/20,11/3/20,2020
Republicans,40.425854,36.5717,44.280009,7/9/20,11/3/20,2020
Democrats,49.405422,45.388551,53.422293,7/10/20,11/3/20,2020
Republicans,40.4264,36.572542,44.280258,7/10/20,11/3/20,2020
Democrats,49.414373,45.398993,53.429753,7/11/20,11/3/20,2020
Republicans,40.427519,36.574235,44.280802,7/11/20,11/3/20,2020
Democrats,49.423282,45.409839,53.436726,7/12/20,11/3/20,2020
Republicans,40.428088,36.575655,44.280522,7/12/20,11/3/20,2020
Democrats,49.42873,45.416591,53.440869,7/13/20,11/3/20,2020
Republicans,40.428529,36.577341,44.279717,7/13/20,11/3/20,2020
Democrats,49.434422,45.423724,53.44512,7/14/20,11/3/20,2020
