Count,pollster,sample_size,type,bmonth,bday,year,emonth,eday,days_until_election,poll_date,party,support,President_party,H_incumbent,D_majorvote_pct,R_majorvote_pct,D_totalvote_pct,R_totalvote_pct,resid,unrate
1290,CBS News Poll,1314.599976,NA,9,26,2002,9,27,39.5,2002-09-27,D,47,R,R,47.45,52.55,45.96,50.9,0.45000000000000284,5.8
1292,CNN/USA Today/Gallup Poll,955.9666748,NA,6,28,2002,6,30,129,2002-06-30,D,44,R,R,47.45,52.55,45.96,50.9,3.450000000000003,5.8
1293,CNN/USA Today/Gallup Poll,955.9666748,NA,7,26,2002,7,28,101,2002-07-28,D,48,R,R,47.45,52.55,45.96,50.9,-0.5499999999999972,5.8
1294,CNN/USA Today/Gallup Poll,955.9666748,NA,9,2,2002,9,4,63,2002-09-04,D,46,R,R,47.45,52.55,45.96,50.9,1.4500000000000028,5.8
1295,Ipsos-Reid/Cook Political Report,791.5999756,NA,10,1,2002,10,3,34,2002-10-03,D,44,R,R,47.45,52.55,45.96,50.9,3.450000000000003,5.8
1296,Zogby America,1001,NA,2,26,2002,3,3,249.5,2002-03-03,D,44,R,R,47.45,52.55,45.96,50.9,3.450000000000003,5.8
1297,Zogby America,1001,NA,1,14,2002,1,16,294,2002-01-16,D,45,R,R,47.45,52.55,45.96,50.9,2.450000000000003,5.8
1298,"Public Opinion Strategies and Greenberg, Quinlan, Rosner, Research",595.4000244,NA,1,21,2002,1,23,287,2002-01-23,D,32,R,R,47.45,52.55,45.96,50.9,15.450000000000003,5.8
1299,Pew Research,488.3999939,NA,4,15,2002,4,18,202.5,2002-04-18,D,40,R,R,47.45,52.55,45.96,50.9,7.450000000000003,5.8
1300,Ipsos-Reid/Cook Political Report,791.5999756,NA,3,1,2002,3,3,248,2002-03-03,D,40,R,R,47.45,52.55,45.96,50.9,7.450000000000003,5.8
1301,CNN/Time,873,NA,10,21,2002,10,22,14.5,2002-10-22,D,49,R,R,47.45,52.55,45.96,50.9,-1.5499999999999972,5.8
1302,ABC,1211,NA,10,24,2002,10,27,10.5,2002-10-27,D,47,R,R,47.45,52.55,45.96,50.9,0.45000000000000284,5.8
1303,CNN/Time,715,NA,10,31,2002,11,3,3.5,2002-11-03,D,45,R,R,47.45,52.55,45.96,50.9,2.450000000000003,5.8
1304,Wirthlin Poll,1314.599976,NA,4,14,2002,4,16,204,2002-04-16,D,45,R,R,47.45,52.55,45.96,50.9,2.450000000000003,5.8
1305,Public Opinion Strategies,1006,NA,7,19,2002,10,21,62,2002-10-21,D,35,R,R,47.45,52.55,45.96,50.9,12.450000000000003,5.8
1306,CBS News/New York Times,927.666687,NA,10,8,2002,10,9,27.5,2002-10-09,D,40,R,R,47.45,52.55,45.96,50.9,7.450000000000003,5.8
1307,NBC News/Wall Street Journal Poll,800,NA,9,15,2002,9,19,49,2002-09-19,D,39,R,R,47.45,52.55,45.96,50.9,8.450000000000003,5.8
1308,CNN/USA Today/Gallup Poll,1059.033325,NA,1,14,2002,1,16,294,2002-01-16,D,43,R,R,47.45,52.55,45.96,50.9,4.450000000000003,5.8
1309,"Public Opinion Strategies and Greenberg, Quinlan, Rosner, Research",882,NA,5,14,2002,5,16,174,2002-05-16,D,48,R,R,47.45,52.55,45.96,50.9,-0.5499999999999972,5.8
1310,CBS News/New York Times,927.666687,NA,8,14,2002,8,16,82,2002-08-16,D,36,R,R,47.45,52.55,45.96,50.9,11.450000000000003,5.8
1311,Public Opinion Strategies,1006,NA,7,12,2002,7,15,114.5,2002-07-15,D,34,R,R,47.45,52.55,45.96,50.9,13.450000000000003,5.8
1312,ICR,758,NA,9,6,2002,9,10,58,2002-09-10,D,40,R,R,47.45,52.55,45.96,50.9,7.450000000000003,5.8
1313,Zogby America,1001,NA,6,14,2002,6,16,143,2002-06-16,D,45,R,R,47.45,52.55,45.96,50.9,2.450000000000003,5.8
1314,CNN/USA Today/Gallup Poll,955.9666748,NA,4,5,2002,4,7,213,2002-04-07,D,50,R,R,47.45,52.55,45.96,50.9,-2.549999999999997,5.8
1315,Princeton Survey Research Associates,1012,NA,10,18,2002,10,21,16.5,2002-10-21,D,42,R,R,47.45,52.55,45.96,50.9,5.450000000000003,5.8
1316,Ipsos-Reid/Cook Political Report,791.5999756,NA,4,12,2002,4,21,202.5,2002-04-21,D,39,R,R,47.45,52.55,45.96,50.9,8.450000000000003,5.8
1317,NBC News/Wall Street Journal Poll,758,NA,9,2,2002,9,2,64,2002-09-02,D,40,R,R,47.45,52.55,45.96,50.9,7.450000000000003,5.8
1318,Public Opinion Strategies,1006,NA,3,1,2002,3,3,248,2002-03-03,D,33,R,R,47.45,52.55,45.96,50.9,14.450000000000003,5.8
1319,Newsweek,1045,NA,10,26,2006,10,27,11.5,2006-10-27,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1320,NBC News/Wall Street Journal,1006,NA,4,21,2006,4,24,198.5,2006-04-24,D,45,R,R,54.09,45.91,52.82,44.83,9.090000000000003,4.7
1321,USA Today/Gallup,1362,NA,10,6,2006,10,8,31,2006-10-08,D,58,R,R,54.09,45.91,52.82,44.83,-3.9099999999999966,4.7
1322,Newsweek,838,NA,10,5,2006,10,6,32.5,2006-10-06,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1323,Fox News/Opinion Dynamics,1182.80127,NA,6,13,2006,6,14,146.5,2006-06-14,D,46,R,R,54.09,45.91,52.82,44.83,8.090000000000003,4.7
1324,Diageo/Hotline,1000,NA,9,24,2006,9,26,43,2006-09-26,D,43,R,R,54.09,45.91,52.82,44.83,11.090000000000003,4.7
1325,Associated Press/AOL News,970,NA,10,20,2006,10,25,15.5,2006-10-25,D,56,R,R,54.09,45.91,52.82,44.83,-1.9099999999999966,4.7
1326,Fox News/Opinion Dynamics,900,NA,10,24,2006,10,25,13.5,2006-10-25,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1327,USA Today/Gallup,1007,NA,10,6,2006,10,8,31,2006-10-08,D,59,R,R,54.09,45.91,52.82,44.83,-4.909999999999997,4.7
1328,USA Today/Gallup,923,NA,2,9,2006,2,12,269.5,2006-02-12,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1330,Winston Group New Models,1000,NA,9,14,2006,9,15,53.5,2006-09-15,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1332,USA Today/Gallup,1362,NA,8,18,2006,8,20,80,2006-08-20,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1333,Democracy Corps,1135,NA,2,23,2006,2,27,255,2006-02-27,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1334,USA Today/Gallup,1007,NA,10,20,2006,10,22,17,2006-10-22,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1335,Cook Political Report/RT Strategies,1764,NA,7,28,2006,7,30,101,2006-07-30,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1336,USA Today/Gallup,1007,NA,9,15,2006,9,17,52,2006-09-17,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1337,National Public Radio,800,NA,7,7,2006,7,11,121,2006-07-11,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1339,Fox News/Opinion Dynamics,900,NA,10,10,2006,10,11,27.5,2006-10-11,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1340,Newsweek,1205,NA,10,19,2006,10,20,18.5,2006-10-20,D,55,R,R,54.09,45.91,52.82,44.83,-0.9099999999999966,4.7
1341,Reuters/Zogby America,1013,NA,9,12,2006,9,14,55,2006-09-14,D,37,R,R,54.09,45.91,52.82,44.83,17.090000000000003,4.7
1342,Democracy Corps,1135,NA,10,19,2006,10,23,17,2006-10-23,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1343,National Public Radio,800,NA,3,12,2006,3,14,239,2006-03-14,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1344,Fox News/Opinion Dynamics,1182.80127,NA,7,11,2006,7,12,118.5,2006-07-12,D,42,R,R,54.09,45.91,52.82,44.83,12.090000000000003,4.7
1345,NBC News/Wall Street Journal,1010,NA,4,21,2006,4,24,198.5,2006-04-24,D,45,R,R,54.09,45.91,52.82,44.83,9.090000000000003,4.7
1346,Newsweek,1045,NA,5,11,2006,5,12,179.5,2006-05-12,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1347,NBC News/Wall Street Journal,1006,NA,3,10,2006,3,13,240.5,2006-03-13,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1348,NBC News/Wall Street Journal,1006,NA,5,12,2006,5,16,177,2006-05-16,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1349,ABC News/Washington Post,1205,NA,10,30,2006,11,2,6.5,2006-11-02,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1350,Cook Political Report/RT Strategies,1546.584717,NA,1,22,2006,1,25,287.5,2006-01-25,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1351,Fox News/Opinion Dynamics,900,NA,11,4,2006,11,5,2.5,2006-11-05,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1352,CNN,636,NA,9,22,2006,9,24,45,2006-09-24,D,55,R,R,54.09,45.91,52.82,44.83,-0.9099999999999966,4.7
1353,Newsweek,1045,NA,3,16,2006,3,17,235.5,2006-03-17,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1354,The Harris Poll,795,NA,10,6,2006,10,9,30.5,2006-10-09,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1355,The Harris Poll,1000,NA,8,4,2006,8,7,93.5,2006-08-07,D,45,R,R,54.09,45.91,52.82,44.83,9.090000000000003,4.7
1356,Democracy Corps,1135,NA,2,13,2006,2,17,265,2006-02-17,D,46,R,R,54.09,45.91,52.82,44.83,8.090000000000003,4.7
1357,CBS/New York Times,937.3615112,NA,7,21,2006,7,25,107,2006-07-25,D,45,R,R,54.09,45.91,52.82,44.83,9.090000000000003,4.7
1359,Newsweek,1045,NA,10,5,2006,10,6,32.5,2006-10-06,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1360,Los Angeles Times/Bloomberg,1347,NA,6,24,2006,6,27,134.5,2006-06-27,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1361,Los Angeles Times/Bloomberg,1347,NA,1,22,2006,1,25,287.5,2006-01-25,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1362,Pew Research Center,2369,NA,4,7,2006,4,16,209.5,2006-04-16,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1363,USA Today/Gallup,923,NA,10,6,2006,10,8,31,2006-10-08,D,58,R,R,54.09,45.91,52.82,44.83,-3.9099999999999966,4.7
1364,CNN,636,NA,10,13,2006,10,15,24,2006-10-15,D,56,R,R,54.09,45.91,52.82,44.83,-1.9099999999999966,4.7
1365,CBS/New York Times,598,NA,8,27,2006,8,31,70,2006-08-31,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1367,National School Boards Association,1200,NA,5,15,2006,5,17,175,2006-05-17,D,39,R,R,54.09,45.91,52.82,44.83,15.090000000000003,4.7
1368,Cook Political Report/RT Strategies,807,NA,10,19,2006,10,22,17.5,2006-10-22,D,57,R,R,54.09,45.91,52.82,44.83,-2.9099999999999966,4.7
1369,Cook Political Report/RT Strategies,1764,NA,10,5,2006,10,8,31.5,2006-10-08,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1370,Newsweek,1205,NA,11,2,2006,11,3,4.5,2006-11-03,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1371,Democracy Corps,1135,NA,1,16,2006,1,20,293,2006-01-20,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1372,The Harris Poll,1000,NA,7,7,2006,7,10,121.5,2006-07-10,D,44,R,R,54.09,45.91,52.82,44.83,10.090000000000003,4.7
1373,Cook Political Report/RT Strategies,1764,NA,10,26,2006,10,29,10.5,2006-10-29,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1374,Associated Press/AOL News,970,NA,10,2,2006,10,4,35,2006-10-04,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1375,ABC News/Washington Post,1205,NA,4,6,2006,4,9,213.5,2006-04-09,D,55,R,R,54.09,45.91,52.82,44.83,-0.9099999999999966,4.7
1376,USA Today/Gallup,1362,NA,8,7,2006,8,10,90.5,2006-08-10,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1377,CNN,934,NA,10,27,2006,10,29,10,2006-10-29,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1378,Reuters/Zogby America,1013,NA,6,15,2006,6,20,142.5,2006-06-20,D,38,R,R,54.09,45.91,52.82,44.83,16.090000000000003,4.7
1379,Los Angeles Times/Bloomberg,1170,NA,4,8,2006,4,11,211.5,2006-04-11,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1380,Associated Press-Ispos,1003,NA,2,6,2006,2,8,273,2006-02-08,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1381,ABC News/Washington Post,1205,NA,1,23,2006,1,26,286.5,2006-01-26,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1382,USA Today/Gallup,923,NA,8,7,2006,8,10,90.5,2006-08-10,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1383,Democracy Corps,1135,NA,5,17,2006,5,23,171,2006-05-23,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1384,Fox News/Opinion Dynamics,1182.80127,NA,8,29,2006,8,30,69.5,2006-08-30,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1385,Diageo/Hotline,1000,NA,1,12,2006,1,15,297.5,2006-01-15,D,40,R,R,54.09,45.91,52.82,44.83,14.090000000000003,4.7
1386,Diageo/Hotline,1000,NA,7,7,2006,7,10,121.5,2006-07-10,D,39,R,R,54.09,45.91,52.82,44.83,15.090000000000003,4.7
1387,Associated Press/AOL News,970,NA,9,11,2006,9,13,56,2006-09-13,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1389,CBS/New York Times,937.3615112,NA,9,15,2006,9,19,51,2006-09-19,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1390,USA Today/Gallup,923,NA,10,20,2006,10,22,17,2006-10-22,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1391,USA Today/Gallup,923,NA,8,28,2006,8,30,70,2006-08-30,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1392,USA Today/Gallup,1007,NA,11,2,2006,11,5,3.5,2006-11-05,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1393,Fox News/Opinion Dynamics,1182.80127,NA,2,28,2006,3,1,251.5,2006-03-01,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1394,CNN,934,NA,11,3,2006,11,5,3,2006-11-05,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1395,Associated Press/AOL News,1621,NA,8,7,2006,8,9,91,2006-08-09,D,55,R,R,54.09,45.91,52.82,44.83,-0.9099999999999966,4.7
1396,Fox News/Opinion Dynamics,1182.80127,NA,5,2,2006,5,3,188.5,2006-05-03,D,41,R,R,54.09,45.91,52.82,44.83,13.090000000000003,4.7
1397,NBC News/Wall Street Journal,1006,NA,6,9,2006,6,12,149.5,2006-06-12,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1398,USA Today/Gallup,1362,NA,2,28,2006,3,1,251.5,2006-03-01,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1399,Newsweek,838,NA,10,19,2006,10,20,18.5,2006-10-20,D,55,R,R,54.09,45.91,52.82,44.83,-0.9099999999999966,4.7
1400,George Washington University Battleground,1000,NA,3,7,2006,3,9,244,2006-03-09,D,44,R,R,54.09,45.91,52.82,44.83,10.090000000000003,4.7
1401,USA Today/Gallup,1362,NA,11,2,2006,11,5,3.5,2006-11-05,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1402,CNN,934,NA,9,22,2006,9,24,45,2006-09-24,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1404,Associated Press/AOL News,1621,NA,10,2,2006,10,4,35,2006-10-04,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1405,USA Today/Gallup,923,NA,10,21,2006,10,23,16,2006-10-23,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1406,Pew Research Center,2369,NA,9,21,2006,10,4,40.5,2006-10-04,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1407,USA Today/Gallup,827.2069702,NA,9,15,2006,9,17,52,2006-09-17,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1408,Reuters/Zogby America,1013,NA,6,2,2006,6,6,156,2006-06-06,D,40,R,R,54.09,45.91,52.82,44.83,14.090000000000003,4.7
1409,Los Angeles Times/Bloomberg,1347,NA,7,28,2006,8,1,100,2006-08-01,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1410,Newsweek,1045,NA,11,2,2006,11,3,4.5,2006-11-03,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1411,Pew Research Center,1795,NA,11,1,2006,11,4,4.5,2006-11-04,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1413,USA Today/Gallup,923,NA,8,18,2006,8,20,80,2006-08-20,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1414,ABC News/Washington Post,1205,NA,8,3,2006,8,6,94.5,2006-08-06,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1415,NBC News/Wall Street Journal,1010,NA,10,28,2006,10,30,9,2006-10-30,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1416,NBC News/Wall Street Journal,1006,NA,7,21,2006,7,24,107.5,2006-07-24,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1417,Associated Press-Ispos,1003,NA,4,3,2006,4,5,217,2006-04-05,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1418,National Public Radio,800,NA,2,15,2006,2,17,264,2006-02-17,D,42,R,R,54.09,45.91,52.82,44.83,12.090000000000003,4.7
1420,USA Today/Gallup,1362,NA,2,9,2006,2,12,269.5,2006-02-12,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1421,Quinnipiac University,1080,NA,8,17,2006,8,23,79,2006-08-23,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1422,Fox News/Opinion Dynamics,900,NA,9,12,2006,9,13,55.5,2006-09-13,D,41,R,R,54.09,45.91,52.82,44.83,13.090000000000003,4.7
1423,Newsweek,1205,NA,3,16,2006,3,17,235.5,2006-03-17,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1424,NBC News/Wall Street Journal,1006,NA,10,8,2006,10,10,29,2006-10-10,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1425,Democracy Corps,1135,NA,11,2,2006,11,6,3,2006-11-06,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1426,USA Today/Gallup,923,NA,4,7,2006,4,9,213,2006-04-09,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1427,USA Today/Gallup,923,NA,6,9,2006,6,11,150,2006-06-11,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1428,CBS/New York Times,937.3615112,NA,1,20,2006,1,25,288.5,2006-01-25,D,43,R,R,54.09,45.91,52.82,44.83,11.090000000000003,4.7
1429,Democracy Corps,1135,NA,3,15,2006,3,21,234,2006-03-21,D,46,R,R,54.09,45.91,52.82,44.83,8.090000000000003,4.7
1430,USA Today/Gallup,1362,NA,4,7,2006,4,9,213,2006-04-09,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1431,Pew Research Center,2369,NA,2,1,2006,2,5,277,2006-02-05,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1432,Associated Press/AOL News,1621,NA,9,11,2006,9,13,56,2006-09-13,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1433,Fox News/Opinion Dynamics,1182.80127,NA,8,8,2006,8,9,90.5,2006-08-09,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1434,Pew Research Center,2369,NA,9,6,2006,9,10,60,2006-09-10,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1435,Reuters/Zogby America,1013,NA,7,21,2006,7,25,107,2006-07-25,D,37,R,R,54.09,45.91,52.82,44.83,17.090000000000003,4.7
1436,Democracy Corps,1135,NA,1,22,2006,1,25,287.5,2006-01-25,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1438,ABC News/Washington Post,1205,NA,5,11,2006,5,15,178,2006-05-15,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1439,NBC News/Wall Street Journal,1006,NA,1,26,2006,1,29,283.5,2006-01-29,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1441,Newsweek,1205,NA,8,10,2006,8,11,88.5,2006-08-11,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1442,Pew Research Center,2369,NA,9,8,2006,9,11,58.5,2006-09-11,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1443,Diageo/Hotline,1000,NA,10,12,2006,10,16,24,2006-10-16,D,40,R,R,54.09,45.91,52.82,44.83,14.090000000000003,4.7
1444,Newsweek,1045,NA,10,19,2006,10,20,18.5,2006-10-20,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1445,Democracy Corps,1135,NA,4,13,2006,4,19,205,2006-04-19,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1446,Associated Press/AOL News,1621,NA,8,7,2006,8,9,91,2006-08-09,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1447,CNN,934,NA,10,20,2006,10,22,17,2006-10-22,D,56,R,R,54.09,45.91,52.82,44.83,-1.9099999999999966,4.7
1448,Diageo/Hotline,1000,NA,7,20,2006,7,23,108.5,2006-07-23,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1449,USA Today/Gallup,1362,NA,6,1,2006,6,4,157.5,2006-06-04,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1450,Pew Research Center,2369,NA,8,9,2006,8,13,88,2006-08-13,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1451,NBC News/Wall Street Journal,1010,NA,3,10,2006,3,13,240.5,2006-03-13,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1452,USA Today/Gallup,1362,NA,10,21,2006,10,23,16,2006-10-23,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
1453,Associated Press-Ispos,1003,NA,3,6,2006,3,8,245,2006-03-08,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1454,ABC News/Washington Post,1204,NA,10,30,2006,11,2,6.5,2006-11-02,D,55,R,R,54.09,45.91,52.82,44.83,-0.9099999999999966,4.7
1455,Fox News/Opinion Dynamics,900,NA,9,26,2006,9,27,41.5,2006-09-27,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1457,Associated Press/AOL News,1621,NA,7,10,2006,7,12,119,2006-07-12,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1459,USA Today/Gallup,923,NA,9,7,2006,9,10,59.5,2006-09-10,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1460,Pew Research Center,2369,NA,10,17,2006,10,22,18.5,2006-10-22,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1463,CNN,636,NA,9,29,2006,10,2,37.5,2006-10-02,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1464,ABC News/Washington Post,1205,NA,6,22,2006,6,25,136.5,2006-06-25,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1465,USA Today/Gallup,1362,NA,3,10,2006,3,12,241,2006-03-12,D,55,R,R,54.09,45.91,52.82,44.83,-0.9099999999999966,4.7
1466,NBC News/Wall Street Journal,1010,NA,5,12,2006,5,16,177,2006-05-16,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1467,CBS/New York Times,937.3615112,NA,5,4,2006,5,8,185,2006-05-08,D,44,R,R,54.09,45.91,52.82,44.83,10.090000000000003,4.7
1468,Newsweek,838,NA,10,26,2006,10,27,11.5,2006-10-27,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1469,The Harris Poll,795,NA,10,20,2006,10,23,16.5,2006-10-23,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1470,CNN,934,NA,5,5,2006,5,7,185,2006-05-07,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1471,Pew Research Center,2369,NA,6,14,2006,6,19,143.5,2006-06-19,D,51,R,R,54.09,45.91,52.82,44.83,3.0900000000000034,4.7
1472,Pew Research Center,2369,NA,11,1,2006,11,4,4.5,2006-11-04,D,48,R,R,54.09,45.91,52.82,44.83,6.090000000000003,4.7
1473,Associated Press-Ispos,1003,NA,6,5,2006,6,7,154,2006-06-07,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1474,USA Today/Gallup,1362,NA,1,6,2006,1,8,304,2006-01-08,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1475,USA Today/Gallup,827.2069702,NA,10,6,2006,10,8,31,2006-10-08,D,59,R,R,54.09,45.91,52.82,44.83,-4.909999999999997,4.7
1476,George Washington University Battleground,1000,NA,10,9,2006,10,12,27.5,2006-10-12,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1478,Cook Political Report/RT Strategies,1764,NA,9,21,2006,9,24,45.5,2006-09-24,D,49,R,R,54.09,45.91,52.82,44.83,5.090000000000003,4.7
1479,NBC News/Wall Street Journal,1006,NA,10,13,2006,10,16,23.5,2006-10-16,D,52,R,R,54.09,45.91,52.82,44.83,2.0900000000000034,4.7
1480,CBS/New York Times,937.3615112,NA,8,17,2006,8,21,80,2006-08-21,D,47,R,R,54.09,45.91,52.82,44.83,7.090000000000003,4.7
1481,CNN,934,NA,8,2,2006,8,3,96.5,2006-08-03,D,53,R,R,54.09,45.91,52.82,44.83,1.0900000000000034,4.7
1482,Los Angeles Times/Bloomberg,1170,NA,6,24,2006,6,27,134.5,2006-06-27,D,54,R,R,54.09,45.91,52.82,44.83,0.09000000000000341,4.7
1483,Cook Political Report/RT Strategies,1546.584717,NA,4,6,2006,4,9,213.5,2006-04-09,D,46,R,R,54.09,45.91,52.82,44.83,8.090000000000003,4.7
1484,USA Today/Gallup,923,NA,3,10,2006,3,12,241,2006-03-12,D,55,R,R,54.09,45.91,52.82,44.83,-0.9099999999999966,4.7
1485,Newsweek,1045,NA,8,24,2006,8,25,74.5,2006-08-25,D,50,R,R,54.09,45.91,52.82,44.83,4.090000000000003,4.7
