Office,State,CensusPop,raceYear,Area,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,raceNotes,st_fips,state_abb,CD,district_num,district_id,WinnerParty,TotalVotesMajor,vote_margin,R_vote_margin
House,Ohio,NA,1996,District 6,111907,"Cremeans, Frank A.",Incumbent,118003,"Strickland, Ted",Challenger,NA,NA,NA,NA,16,6096,D,0,48.67,51.33,NA,39,OH,OH-06,6,OH06,D,229910,0.026514723,-0.0266
House,Ohio,NA,1996,District 7,158087,"Hobson, David L.",Incumbent,61419,"Blain, Richard K.",Challenger,NA,NA,NA,NA,13495,96668,R,0,72.02,27.98,NA,39,OH,OH-07,7,OH07,R,219506,0.440388873,0.4404
House,Ohio,NA,1996,District 8,165815,"Boehner, John A.",Incumbent,61515,"Kitchen, Jeffrey D.",Challenger,NA,NA,NA,NA,8613,104300,R,0,72.94,27.06,NA,39,OH,OH-08,8,OH08,R,227330,0.458804381,0.4588
House,Ohio,NA,1996,District 9,46040,"Whitman, Randy",Challenger,170617,"Kaptur, Marcy",Incumbent,NA,NA,NA,NA,4677,124577,D,0,21.25,78.75,NA,39,OH,OH-09,9,OH09,D,216657,0.574996423,-0.575
House,Ohio,NA,1996,District 10,104546,"Hoke, Martin R.",Incumbent,110723,"Kucinich, Dennis J.",Challenger,NA,NA,NA,NA,10427,6177,D,0,48.57,51.43,NA,39,OH,OH-10,10,OH10,D,215269,0.028694331,-0.0286
House,Ohio,NA,1996,District 11,28821,"Sykora, James J.",Challenger,153546,"Stokes, Louis",Incumbent,NA,NA,NA,NA,6672,124725,D,0,15.8,84.2,NA,39,OH,OH-11,11,OH11,D,182367,0.683923078,-0.684
House,Ohio,NA,1996,District 12,151667,"Kasich, John R.",Incumbent,78762,"Ruccia, Cynthia L.",Challenger,NA,NA,NA,NA,7005,72905,R,0,65.82,34.18,NA,39,OH,OH-12,12,OH12,R,230429,0.316388128,0.3164
House,Ohio,NA,1996,District 13,87108,"Blair, Kenneth C.",Challenger,146690,"Brown, Sherrod",Incumbent,NA,NA,NA,NA,8707,59582,D,0,37.26,62.74,NA,39,OH,OH-13,13,OH13,D,233798,0.254843925,-0.2548
House,Ohio,NA,1996,District 14,95307,"George, Joyce",Challenger,124136,"Sawyer, Thomas C.",Incumbent,NA,NA,NA,NA,8992,28829,D,0,43.43,56.57,NA,39,OH,OH-14,14,OH14,D,219443,0.131373523,-0.1314
House,Ohio,NA,1996,District 15,156776,"Pryce, Deborah",Incumbent,64665,"Arnebeck, Cliff",Challenger,NA,NA,NA,NA,NA,92111,R,0,70.8,29.2,NA,39,OH,OH-15,15,OH15,R,221441,0.415961814,0.416
House,Ohio,NA,1996,District 16,159314,"Regula, Ralph S.",Incumbent,64902,"Burkhart, Thomas E.",Challenger,NA,NA,NA,NA,7611,94412,R,0,71.05,28.95,NA,39,OH,OH-16,16,OH16,R,224216,0.421076105,0.421
House,Ohio,NA,1996,District 17,0,NA,NA,218283,"Traficant, James A.",Incumbent,NA,NA,NA,NA,21685,218283,D,0,0,100,NA,39,OH,OH-17,17,OH17,D,218283,1,-1
House,Ohio,NA,1996,District 18,117365,"Ney, Bob",Incumbent,108332,"Burch, Robert L.",Challenger,NA,NA,NA,NA,8146,9033,R,0,52,48,NA,39,OH,OH-18,18,OH18,R,225697,0.040022685,0.04
House,Ohio,NA,1996,District 19,135012,"LaTourette, Steven C.",Incumbent,101152,"Coyne, Thomas J.",Challenger,NA,NA,NA,NA,10655,33860,R,0,57.17,42.83,NA,39,OH,OH-19,19,OH19,R,236164,0.143374943,0.1434
House,Oklahoma,NA,1996,District 1,143415,"Largent, Steve",Incumbent,57996,"Amen, John R.",Challenger,NA,NA,NA,NA,8996,85419,R,0,71.21,28.79,NA,40,OK,OK-01,1,OK01,R,201411,0.424102954,0.4242
House,Oklahoma,NA,1996,District 2,112273,"Coburn, Tom",Incumbent,90120,"Johnson, Glen D.",Challenger,NA,NA,NA,NA,NA,22153,R,0,55.47,44.53,NA,40,OK,OK-02,2,OK02,R,202393,0.109455367,0.1094
House,Oklahoma,NA,1996,District 3,98526,"Watkins, Wes",Challenger,86647,"Roberts, Darryl",Challenger,NA,NA,NA,NA,6335,11879,R,0,53.21,46.79,NA,40,OK,OK-03,3,OK03,R,185173,0.064150821,0.0642
House,Oklahoma,NA,1996,District 4,106923,"Watts, J. C.",Incumbent,73950,"Crocker, Ed",Challenger,NA,NA,NA,NA,4500,32973,R,0,59.11,40.89,NA,40,OK,OK-04,4,OK04,R,180873,0.182299182,0.1822
House,Oklahoma,NA,1996,District 5,148362,"Istook, Ernest J.",Challenger,57594,"Forsythe, James L.",Challenger,NA,NA,NA,NA,6835,90768,R,0,72.04,27.96,NA,40,OK,OK-05,5,OK05,R,205956,0.440715493,0.4408
House,Oklahoma,NA,1996,District 6,113499,"Lucas, Frank D.",Incumbent,64173,"Barby, Paul M.",Challenger,NA,NA,NA,NA,NA,49326,R,0,63.88,36.12,NA,40,OK,OK-06,6,OK06,R,177672,0.277623936,0.2776
House,Oregon,NA,1996,District 1,126146,"Witt, Bill",Challenger,144588,"Furse, Elizabeth",Incumbent,NA,NA,NA,NA,7870,18442,D,0,46.59,53.41,NA,41,OR,OR-01,1,OR01,D,270734,0.068118522,-0.0682
House,Oregon,NA,1996,District 2,164062,"Smith, Robert F.",Incumbent,97195,"Dugan, Mike",Challenger,NA,NA,NA,NA,4799,66867,R,0,62.8,37.2,NA,41,OR,OR-02,2,OR02,R,261257,0.255943381,0.256
House,Oregon,NA,1996,District 3,65259,"Bruun, Scott",Challenger,165922,"Blumenauer, Earl",Incumbent,NA,NA,NA,NA,16728,100663,D,0,28.23,71.77,NA,41,OR,OR-03,3,OR03,D,231181,0.435429382,-0.4354
House,Oregon,NA,1996,District 4,76649,"Newkirk, John D.",Challenger,177270,"DeFazio, Peter A.",Incumbent,NA,NA,NA,NA,15937,100621,D,0,30.19,69.81,NA,41,OR,OR-04,4,OR04,D,253919,0.39627204,-0.3962
House,Oregon,NA,1996,District 5,125409,"Bunn, Jim",Incumbent,139521,"Hooley, Darlene",Challenger,NA,NA,NA,NA,7706,14112,D,0,47.34,52.66,NA,41,OR,OR-05,5,OR05,D,264930,0.053266901,-0.0532
House,Pennsylvania,NA,1996,District 1,20734,"Cella, James D.",Challenger,145210,"Foglietta, Thomas M.",Incumbent,NA,NA,NA,NA,1,124476,D,0,12.49,87.51,NA,42,PA,PA-01,1,PA01,D,165944,0.75010847,-0.7502
House,Pennsylvania,NA,1996,District 2,23047,"Murphy, Larry G.",Challenger,168887,"Fattah, Chaka",Incumbent,NA,NA,NA,NA,3,145840,D,0,12.01,87.99,NA,42,PA,PA-02,2,PA02,D,191934,0.75984453,-0.7598
House,Pennsylvania,NA,1996,District 3,54681,"McColgan, Joseph M.",Challenger,121120,"Borski, Robert A.",Incumbent,NA,NA,NA,NA,NA,66439,D,0,31.1,68.9,NA,42,PA,PA-03,3,PA03,D,175801,0.377921627,-0.378
House,Pennsylvania,NA,1996,District 4,79448,"Adametz, Paul T.",Challenger,142621,"Klink, Ron",Incumbent,NA,NA,NA,NA,98,63173,D,0,35.78,64.22,NA,42,PA,PA-04,4,PA04,D,222069,0.284474645,-0.2844
House,Pennsylvania,NA,1996,District 5,116303,"Peterson, John E.",Challenger,76627,"Rudy, Ruth C.",Challenger,NA,NA,NA,NA,73,39676,R,0,60.28,39.72,NA,42,PA,PA-05,5,PA05,R,192930,0.205649718,0.2056
House,Pennsylvania,NA,1996,District 6,80061,"Leinbach, Christian Y.",Challenger,115193,"Holden, Tim",Incumbent,NA,NA,NA,NA,1475,35132,D,0,41,59,NA,42,PA,PA-06,6,PA06,D,195254,0.179929733,-0.18
House,Pennsylvania,NA,1996,District 7,165087,"Weldon, Wayne Curtis",Incumbent,79875,"Innelli, John F.",Challenger,NA,NA,NA,NA,1704,85212,R,0,67.39,32.61,NA,42,PA,PA-07,7,PA07,R,244962,0.347858035,0.3478
House,Pennsylvania,NA,1996,District 8,133749,"Greenwood, James C.",Incumbent,79856,"Murray, John P.",Challenger,NA,NA,NA,NA,12717,53893,R,0,62.62,37.38,NA,42,PA,PA-08,8,PA08,R,213605,0.252302146,0.2524
House,Pennsylvania,NA,1996,District 9,142105,"Shuster, E. G.",Incumbent,50650,"Kemmler, Monte",Challenger,NA,NA,NA,NA,67,91455,R,0,73.72,26.28,NA,42,PA,PA-09,9,PA09,R,192755,0.4744624,0.4744
House,Pennsylvania,NA,1996,District 10,124670,"McDade, Joseph M.",Incumbent,75536,"Cullen, Joe",Challenger,NA,NA,NA,NA,8334,49134,R,0,62.27,37.73,NA,42,PA,PA-10,10,PA10,R,200206,0.24541722,0.2454
House,Pennsylvania,NA,1996,District 11,60339,"Urban, Stephen A.",Challenger,128258,"Kanjorski, Paul E.",Incumbent,NA,NA,NA,NA,12,67919,D,0,31.99,68.01,NA,42,PA,PA-11,11,PA11,D,188597,0.36012768,-0.3602
House,Pennsylvania,NA,1996,District 12,58643,"Choby, Bill",Challenger,136815,"Murtha, John P. Jr.",Incumbent,NA,NA,NA,NA,23,78172,D,0,30,70,NA,42,PA,PA-12,12,PA12,D,195458,0.399942699,-0.4
House,Pennsylvania,NA,1996,District 13,120304,"Fox, Jon D.",Incumbent,120220,"Hoeffel, Joseph M.",Challenger,NA,NA,NA,NA,5455,84,R,0,50.02,49.98,NA,42,PA,PA-13,13,PA13,R,240524,0.000349237,0.0004
House,Pennsylvania,NA,1996,District 14,78921,"Ravotti, Bill",Challenger,122922,"Coyne, William J.",Incumbent,NA,NA,NA,NA,735,44001,D,0,39.1,60.9,NA,42,PA,PA-14,14,PA14,D,201843,0.217996165,-0.218
House,Pennsylvania,NA,1996,District 15,82803,"Kilbanks, Bob",Challenger,109812,"McHale, Paul",Incumbent,NA,NA,NA,NA,7748,27009,D,0,42.99,57.01,NA,42,PA,PA-15,15,PA15,D,192615,0.140222724,-0.1402
House,Pennsylvania,NA,1996,District 16,124511,"Pitts, Joseph R.",Challenger,78598,"Blaine, James G.",Challenger,NA,NA,NA,NA,6493,45913,R,0,61.3,38.7,NA,42,PA,PA-16,16,PA16,R,203109,0.226051037,0.226
House,Pennsylvania,NA,1996,District 17,150678,"Gekas, George W.",Incumbent,57911,"Kettl, Paul",Challenger,NA,NA,NA,NA,27,92767,R,0,72.24,27.76,NA,42,PA,PA-17,17,PA17,R,208589,0.44473582,0.4448
House,Pennsylvania,NA,1996,District 18,86829,"Fawcett, David B.",Challenger,120410,"Doyle, Mike",Incumbent,NA,NA,NA,NA,7751,33581,D,0,41.9,58.1,NA,42,PA,PA-18,18,PA18,D,207239,0.162039964,-0.162
House,Pennsylvania,NA,1996,District 19,130716,"Goodling, William F.",Incumbent,74944,"Chronister, Scott L.",Challenger,NA,NA,NA,NA,3303,55772,R,0,63.56,36.44,NA,42,PA,PA-19,19,PA19,R,205660,0.271185452,0.2712
House,Pennsylvania,NA,1996,District 20,97004,"McCormick, Mike",Challenger,113394,"Mascara, Frank R.",Incumbent,NA,NA,NA,NA,4,16390,D,0,46.11,53.89,NA,42,PA,PA-20,20,PA20,D,210398,0.07789998,-0.0778
House,Pennsylvania,NA,1996,District 21,106875,"English, Phil",Incumbent,104004,"Dinicola, Ronald A.",Challenger,NA,NA,NA,NA,9,2871,R,0,50.68,49.32,NA,42,PA,PA-21,21,PA21,R,210879,0.013614442,0.0136
House,Rhode Island,NA,1996,District 1,49199,"Cicione, Giovanni D.",Challenger,121781,"Kennedy, Patrick J.",Incumbent,NA,NA,NA,NA,4448,72582,D,0,28.77,71.23,NA,44,RI,RI-01,1,RI01,D,170980,0.42450579,-0.4246
House,Rhode Island,NA,1996,District 2,58458,"Wild, Richard E.",Challenger,118827,"Weygand, Robert A.",Challenger,NA,NA,NA,NA,7037,60369,D,0,32.97,67.03,NA,44,RI,RI-02,2,RI02,D,177285,0.340519502,-0.3406
House,South Carolina,NA,1996,District 1,138467,"Sanford, Marshall Clement Jr.",Incumbent,0,NA,NA,NA,NA,NA,NA,5226,138467,R,0,100,0,NA,45,SC,SC-01,1,SC01,R,138467,1,1
House,South Carolina,NA,1996,District 2,158229,"Spence, Floyd D.",Incumbent,0,NA,NA,NA,NA,NA,NA,18060,158229,R,0,100,0,NA,45,SC,SC-02,2,SC02,R,158229,1,1
House,South Carolina,NA,1996,District 3,114273,"Graham, Lindsey",Incumbent,73417,"Dorn, Debbie",Challenger,NA,NA,NA,NA,1840,40856,R,0,60.88,39.12,NA,45,SC,SC-03,3,SC03,R,187690,0.217678086,0.2176
House,South Carolina,NA,1996,District 4,138165,"Inglis, Robert D.",Incumbent,54126,"Curry, Darrell E.",Challenger,NA,NA,NA,NA,2521,84039,R,0,71.85,28.15,NA,45,SC,SC-04,4,SC04,R,192291,0.437040735,0.437
House,South Carolina,NA,1996,District 5,81455,"Bigham, Larry",Challenger,97335,"Spratt, John M. Jr.",Incumbent,NA,NA,NA,NA,1181,15880,D,0,45.56,54.44,NA,45,SC,SC-05,5,SC05,D,178790,0.088819285,-0.0888
House,South Carolina,NA,1996,District 6,51974,"McLeod, Gary",Challenger,120132,"Clyburn, James E.",Incumbent,NA,NA,NA,NA,974,68158,D,0,30.2,69.8,NA,45,SC,SC-06,6,SC06,D,172106,0.396023381,-0.396
House,South Dakota,NA,1996,At Large,186393,"Thune, John",Challenger,119547,"Weiland, Rick",Challenger,NA,NA,NA,NA,17263,66846,R,0,60.92,39.08,NA,46,SD,SD-AL,0,SD00,R,305940,0.218493822,0.2184
House,Tennessee,NA,1996,District 1,117676,"Jenkins, Bill",Challenger,58657,"Smith, Kay C.",Challenger,NA,NA,NA,NA,5375,59019,R,0,66.74,33.26,NA,47,TN,TN-01,1,TN01,R,176333,0.334701956,0.3348
House,Tennessee,NA,1996,District 2,150953,"Duncan, John J. Jr.",Incumbent,61020,"Smith, Stephen",Challenger,NA,NA,NA,NA,1601,89933,R,0,71.21,28.79,NA,47,TN,TN-02,2,TN02,R,211973,0.424266298,0.4242
House,Tennessee,NA,1996,District 3,113408,"Wamp, Zach",Challenger,85714,"Jolly, Charles N.",Challenger,NA,NA,NA,NA,2322,27694,R,0,56.95,43.05,NA,47,TN,TN-03,3,TN03,R,199122,0.139080564,0.139
House,Tennessee,NA,1996,District 4,103091,"Hilleary, Van",Incumbent,73331,"Stewart, Mark",Challenger,NA,NA,NA,NA,1641,29760,R,0,58.43,41.57,NA,47,TN,TN-04,4,TN04,R,176422,0.168686445,0.1686
House,Tennessee,NA,1996,District 5,46201,"Edmondson, Steven L.",Challenger,140264,"Clement, Robert Nelson",Incumbent,NA,NA,NA,NA,7318,94063,D,0,24.78,75.22,NA,47,TN,TN-05,5,TN05,D,186465,0.504453919,-0.5044
House,Tennessee,NA,1996,District 6,94599,"Gill, Steve",Challenger,123846,"Gordon, Barton Jennings",Incumbent,NA,NA,NA,NA,9126,29247,D,0,43.31,56.69,NA,47,TN,TN-06,6,TN06,D,218445,0.133887249,-0.1338
House,Tennessee,NA,1996,District 7,136643,"Bryant, Ed",Incumbent,73629,"Trotter, Don",Challenger,NA,NA,NA,NA,2816,63014,R,0,64.98,35.02,NA,47,TN,TN-07,7,TN07,R,210272,0.299678512,0.2996
House,Tennessee,NA,1996,District 8,55024,"Watson, Tom",Challenger,123681,"Tanner, John",Incumbent,NA,NA,NA,NA,5193,68657,D,0,30.79,69.21,NA,47,TN,TN-08,8,TN08,D,178705,0.384191825,-0.3842
House,Tennessee,NA,1996,District 9,70951,"Deberry, Rod",Challenger,116345,"Ford, Harold E. Jr.",Challenger,NA,NA,NA,NA,3118,45394,D,0,37.88,62.12,NA,47,TN,TN-09,9,TN09,D,187296,0.242365026,-0.2424
House,Texas,NA,1996,District 1,93105,"Merritt, Ed",Challenger,102697,"Sandlin, Max",Challenger,NA,NA,NA,NA,3368,9592,D,0,47.55,52.45,NA,48,TX,TX-01,1,TX01,D,195802,0.048988264,-0.049
House,Texas,NA,1996,District 2,89838,"Babin, Brian",Challenger,102908,"Turner, Jim",Challenger,NA,NA,NA,NA,4225,13070,D,0,46.61,53.39,NA,48,TX,TX-02,2,TX02,D,192746,0.067809449,-0.0678
House,Texas,NA,1996,District 3,42882,"Johnson, Sam",Incumbent,0,NA,NA,NA,NA,NA,NA,NA,42882,R,0,100,0,NA,48,TX,TX-03,3,TX03,R,42882,1,1
House,Texas,NA,1996,District 4,71065,"Hall, Jerry Ray",Challenger,132126,"Hall, Ralph M.",Incumbent,NA,NA,NA,NA,3986,61061,D,0,34.97,65.03,NA,48,TX,TX-04,4,TX04,D,203191,0.300510357,-0.3006
House,Texas,NA,1996,District 5,11464,"Sessions, Pete",Challenger,0,NA,NA,NA,NA,NA,NA,NA,11464,R,0,100,0,NA,48,TX,TX-05,5,TX05,R,11464,1,1
House,Texas,NA,1996,District 6,49172,"Barton, Joe L.",Incumbent,0,NA,NA,NA,NA,NA,NA,NA,49172,R,0,100,0,NA,48,TX,TX-06,6,TX06,R,49172,1,1
House,Texas,NA,1996,District 7,40364,"Archer, William R.",Incumbent,0,NA,NA,NA,NA,NA,NA,NA,40364,R,0,100,0,NA,48,TX,TX-07,7,TX07,R,40364,1,1
House,Texas,NA,1996,District 8,51370,"Brady/Fontenot, NULL",Challenger,0,NA,NA,NA,NA,NA,NA,NA,51370,R,0,100,0,NA,48,TX,TX-08,8,TX08,R,51370,1,1
House,Texas,NA,1996,District 9,52870,"Stockman, Steve",Incumbent,59225,"Lampson, Nick",Challenger,NA,NA,NA,NA,NA,6355,D,0,47.17,52.83,NA,48,TX,TX-09,9,TX09,D,112095,0.056692984,-0.0566
House,Texas,NA,1996,District 10,97204,"Doggett, Teresa",Challenger,132066,"Doggett, Lloyd",Incumbent,NA,NA,NA,NA,5721,34862,D,0,42.4,57.6,NA,48,TX,TX-10,10,TX10,D,229270,0.152056527,-0.152
House,Texas,NA,1996,District 11,74549,"Mathis, Jay",Challenger,99990,"Edwards, Thomas Chester",Incumbent,NA,NA,NA,NA,1396,25441,D,0,42.71,57.29,NA,48,TX,TX-11,11,TX11,D,174539,0.145761119,-0.1458
House,Texas,NA,1996,District 12,98349,"Granger, Kay",Challenger,69859,"Parmer, Hugh",Challenger,NA,NA,NA,NA,1996,28490,R,0,58.47,41.53,NA,48,TX,TX-12,12,TX12,R,168208,0.169373633,0.1694
House,Texas,NA,1996,District 13,116098,"Thornberry, Mac",Incumbent,56066,"Silverman, Samuel B.",Challenger,NA,NA,NA,NA,1463,60032,R,0,67.43,32.57,NA,48,TX,TX-13,13,TX13,R,172164,0.348690783,0.3486
House,Texas,NA,1996,District 14,99961,"Paul, Ron",Incumbent,93200,"Morris, Charles Lefty",Challenger,NA,NA,NA,NA,2538,6761,R,0,51.75,48.25,NA,48,TX,TX-14,14,TX14,R,193161,0.03500189,0.035
House,Texas,NA,1996,District 15,50914,"Haughey, Tom",Challenger,86347,"Hinojosa, Rubén",Challenger,NA,NA,NA,NA,1333,35433,D,0,37.09,62.91,NA,48,TX,TX-15,15,TX15,D,137261,0.258143245,-0.2582
House,Texas,NA,1996,District 16,35271,"Ledesma, Rick",Challenger,90260,"Reyes, Silvestre",Challenger,NA,NA,NA,NA,2253,54989,D,0,28.1,71.9,NA,48,TX,TX-16,16,TX16,D,125531,0.438051159,-0.438
House,Texas,NA,1996,District 17,91429,"Izzard, Rudy",Challenger,99678,"Stenholm, Charles W.",Incumbent,NA,NA,NA,NA,1887,8249,D,0,47.84,52.16,NA,48,TX,TX-17,17,TX17,D,191107,0.043164301,-0.0432
House,Texas,NA,1996,District 18,0,NA,NA,22475,"Jackson Lee, Sheila",Challenger,NA,NA,NA,NA,NA,22475,D,0,0,100,NA,48,TX,TX-18,18,TX18,D,22475,1,-1
House,Texas,NA,1996,District 19,156910,"Combest, Larry",Incumbent,38316,"Sawyer, John W.",Challenger,NA,NA,NA,NA,NA,118594,R,0,80.37,19.63,NA,48,TX,TX-19,19,TX19,R,195226,0.607470316,0.6074
House,Texas,NA,1996,District 20,47616,"Walker, James",Challenger,88190,"Gonzalez, Henry B.",Incumbent,NA,NA,NA,NA,2603,40574,D,0,35.06,64.94,NA,48,TX,TX-20,20,TX20,D,135806,0.298764414,-0.2988
House,Texas,NA,1996,District 21,205830,"Smith, Lamar",Incumbent,60338,"Wharton, Gordon H.",Challenger,NA,NA,NA,NA,3139,145492,R,0,77.33,22.67,NA,48,TX,TX-21,21,TX21,R,266168,0.546617174,0.5466
House,Texas,NA,1996,District 22,41874,"DeLay, Thomas D.",Incumbent,0,NA,NA,NA,NA,NA,NA,NA,41874,R,0,100,0,NA,48,TX,TX-22,22,TX22,R,41874,1,1
House,Texas,NA,1996,District 23,101332,"Bonilla, Henry",Incumbent,59596,"Jones, Charles P.",Challenger,NA,NA,NA,NA,2911,41736,R,0,62.97,37.03,NA,48,TX,TX-23,23,TX23,R,160928,0.259345794,0.2594
House,Texas,NA,1996,District 24,0,NA,NA,16479,"Frost, Jonas Martin",Incumbent,NA,NA,NA,NA,NA,16479,D,0,0,100,NA,48,TX,TX-24,24,TX24,D,16479,1,-1
House,Texas,NA,1996,District 25,21892,"McKenna, Dolly Madison",Challenger,29396,"Bentsen, Ken",Incumbent,NA,NA,NA,NA,NA,7504,D,0,42.68,57.32,NA,48,TX,TX-25,25,TX25,D,51288,0.146311028,-0.1464
House,Texas,NA,1996,District 26,43012,"Armey, Richard Keith",Incumbent,0,NA,NA,NA,NA,NA,NA,NA,43012,R,0,100,0,NA,48,TX,TX-26,26,TX26,R,43012,1,1
House,Texas,NA,1996,District 27,50964,"Gardner, Joe",Challenger,97350,"Ortiz, Solomon P.",Challenger,NA,NA,NA,NA,2286,46386,D,0,34.36,65.64,NA,48,TX,TX-27,27,TX27,D,148314,0.31275537,-0.3128
House,Texas,NA,1996,District 28,34191,"Cude, Mark L.",Challenger,110148,"Tejeda, Frank M.",Incumbent,NA,NA,NA,NA,1796,75957,D,0,23.69,76.31,NA,48,TX,TX-28,28,TX28,D,144339,0.526240309,-0.5262
House,Texas,NA,1996,District 29,0,NA,NA,13352,"Green, Gene",Incumbent,NA,NA,NA,NA,NA,13352,D,0,0,100,NA,48,TX,TX-29,29,TX29,D,13352,1,-1
House,Texas,NA,1996,District 30,0,NA,NA,17238,"Johnson, Eddie Bernice",Incumbent,NA,NA,NA,NA,NA,17238,D,0,0,100,NA,48,TX,TX-30,30,TX30,D,17238,1,-1
House,Utah,NA,1996,District 1,150126,"Hansen, James V.",Incumbent,65866,"Sanders, Gregory J.",Challenger,NA,NA,NA,NA,3787,84260,R,0,69.51,30.49,NA,49,UT,UT-01,1,UT01,R,215992,0.390107041,0.3902
House,Utah,NA,1996,District 2,129963,"Cook, Merrill",Challenger,100283,"Anderson, Ross",Challenger,NA,NA,NA,NA,6075,29680,R,0,56.45,43.55,NA,49,UT,UT-02,2,UT02,R,230246,0.128905605,0.129
House,Utah,NA,1996,District 3,106220,"Cannon, Christopher B.",Challenger,98178,"Orton, Bill",Incumbent,NA,NA,NA,NA,3317,8042,R,0,51.97,48.03,NA,49,UT,UT-03,3,UT03,R,204398,0.039344808,0.0394
House,Vermont,NA,1996,At Large,83021,"Sweetser, Susan W.",Challenger,23830,"Long, Jack",Challenger,Independent,140678,"Sanders, Bernard",Incumbent,7177,57657,I,55.23,77.7,22.3,"The other vote was: Scattered Write-Ins (Other) 7,177",50,VT,VT-AL,0,VT00,R,106851,0.539601876,0.554
House,Virginia,NA,1996,District 1,165574,"Bateman, Herbert H.",Incumbent,0,NA,NA,NA,NA,NA,NA,1661,165574,R,0,100,0,NA,51,VA,VA-01,1,VA01,R,165574,1,1
House,Virginia,NA,1996,District 2,57586,"Tate, John F.",Challenger,106215,"Pickett, Owen B.",Incumbent,NA,NA,NA,NA,195,48629,D,0,35.16,64.84,NA,51,VA,VA-02,2,VA02,D,163801,0.296878529,-0.2968
House,Virginia,NA,1996,District 3,25781,"Holland, Elsie G.",Challenger,118603,"Scott, Robert C.",Incumbent,NA,NA,NA,NA,34,92822,D,0,17.86,82.14,NA,51,VA,VA-03,3,VA03,D,144384,0.642882868,-0.6428
House,Virginia,NA,1996,District 4,43516,"Zevgolis, Anthony J.",Challenger,160100,"Sisisky, Norman",Incumbent,NA,NA,NA,NA,50,116584,D,0,21.37,78.63,NA,51,VA,VA-04,4,VA04,D,203616,0.572567971,-0.5726
House,Virginia,NA,1996,District 5,70869,"Landrith, George C.",Challenger,120323,"Goode, Virgil H. Jr.",Incumbent,NA,NA,NA,NA,6731,49454,D,0,37.07,62.93,NA,51,VA,VA-05,5,VA05,D,191192,0.25866145,-0.2586
House,Virginia,NA,1996,District 6,133576,"Goodlatte, Robert W.",Incumbent,61485,"Grey, Jeffrey W.",Challenger,NA,NA,NA,NA,4300,72091,R,0,68.48,31.52,NA,51,VA,VA-06,6,VA06,R,195061,0.369581823,0.3696
House,Virginia,NA,1996,District 7,189644,"Bliley, Thomas J.",Incumbent,51206,"Slayton, Roderic H.",Challenger,NA,NA,NA,NA,11655,138438,R,0,78.74,21.26,NA,51,VA,VA-07,7,VA07,R,240850,0.574789288,0.5748
House,Virginia,NA,1996,District 8,64562,"Otey, John E.",Challenger,152334,"Moran, James P. Jr.",Incumbent,NA,NA,NA,NA,12525,87772,D,0,29.77,70.23,NA,51,VA,VA-08,8,VA08,D,216896,0.404673207,-0.4046
House,Virginia,NA,1996,District 9,58055,"Muldoon, Patrick C.",Challenger,122908,"Boucher, Frederick C.",Incumbent,NA,NA,NA,NA,8114,64853,D,0,32.08,67.92,NA,51,VA,VA-09,9,VA09,D,180963,0.358377127,-0.3584
House,Virginia,NA,1996,District 10,169266,"Wolf, Frank R.",Incumbent,59145,"Weinberg, Robert L.",Challenger,NA,NA,NA,NA,6602,110121,R,0,74.11,25.89,NA,51,VA,VA-10,10,VA10,R,228411,0.482117761,0.4822
House,Virginia,NA,1996,District 11,138758,"Davis, Thomas M. III",Incumbent,74701,"Horton, Thomas J.",Challenger,NA,NA,NA,NA,3023,64057,R,0,65,35,NA,51,VA,VA-11,11,VA11,R,213459,0.300090415,0.3
House,Washington,NA,1996,District 1,141948,"White, Richard Alan",Incumbent,122187,"Coopersmith, Jeff",Challenger,NA,NA,NA,NA,NA,19761,R,0,53.74,46.26,NA,53,WA,WA-01,1,WA01,R,264135,0.074814016,0.0748
House,Washington,NA,1996,District 2,124655,"Metcalf, Jack",Incumbent,122728,"Quigley, Kevin",Challenger,NA,NA,NA,NA,9561,1927,R,0,50.39,49.61,NA,53,WA,WA-02,2,WA02,R,247383,0.007789541,0.0078
House,Washington,NA,1996,District 3,123117,"Smith, Linda",Incumbent,122230,"Baird, Brian",Challenger,NA,NA,NA,NA,NA,887,R,0,50.18,49.82,NA,53,WA,WA-03,3,WA03,R,245347,0.003615288,0.0036
House,Washington,NA,1996,District 4,108647,"Hastings, Richard",Incumbent,96502,"Locke, Rick",Challenger,NA,NA,NA,NA,NA,12145,R,0,52.96,47.04,NA,53,WA,WA-04,4,WA04,R,205149,0.059200874,0.0592
House,Washington,NA,1996,District 5,131618,"Nethercutt, George R.",Incumbent,105166,"Olson, Judy",Challenger,NA,NA,NA,NA,NA,26452,R,0,55.59,44.41,NA,53,WA,WA-05,5,WA05,R,236784,0.111713629,0.1118
House,Washington,NA,1996,District 6,71337,"Tinsley, Bill",Challenger,155467,"Dicks, Norman D.",Incumbent,NA,NA,NA,NA,9106,84130,D,0,31.45,68.55,NA,53,WA,WA-06,6,WA06,D,226804,0.370937021,-0.371
