Count,pollster,sample_size,type,bmonth,bday,year,emonth,eday,days_until_election,poll_date,party,support
1447,CNN,934,NA,10,20,2006,10,22,17,10/22/06,D,56
1447,CNN,934,NA,10,20,2006,10,22,17,10/22/06,R,39
1448,Diageo/Hotline,1000,NA,7,20,2006,7,23,108.5,7/23/06,D,48
1448,Diageo/Hotline,1000,NA,7,20,2006,7,23,108.5,7/23/06,R,32
1449,USA Today/Gallup,1362,NA,6,1,2006,6,4,157.5,6/4/06,D,51
1449,USA Today/Gallup,1362,NA,6,1,2006,6,4,157.5,6/4/06,R,42
1450,Pew Research Center,2369,NA,8,9,2006,8,13,88,8/13/06,D,50
1450,Pew Research Center,2369,NA,8,9,2006,8,13,88,8/13/06,R,41
1451,NBC News/Wall Street Journal,1010,NA,3,10,2006,3,13,240.5,3/13/06,D,50
1451,NBC News/Wall Street Journal,1010,NA,3,10,2006,3,13,240.5,3/13/06,R,37
1452,USA Today/Gallup,1362,NA,10,21,2006,10,23,16,10/23/06,D,50
1452,USA Today/Gallup,1362,NA,10,21,2006,10,23,16,10/23/06,R,43
1453,Associated Press-Ispos,1003,NA,3,6,2006,3,8,245,3/8/06,D,47
1453,Associated Press-Ispos,1003,NA,3,6,2006,3,8,245,3/8/06,R,36
1454,ABC News/Washington Post,1204,NA,10,30,2006,11,2,6.5,11/2/06,D,55
1454,ABC News/Washington Post,1204,NA,10,30,2006,11,2,6.5,11/2/06,R,37
1455,Fox News/Opinion Dynamics,900,NA,9,26,2006,9,27,41.5,9/27/06,D,49
1455,Fox News/Opinion Dynamics,900,NA,9,26,2006,9,27,41.5,9/27/06,R,38
1456,Newsweek,1045,NA,11,10,2006,11,11,-3.5,11/11/06,D,53
1456,Newsweek,1045,NA,11,10,2006,11,11,-3.5,11/11/06,R,36
1457,Associated Press/AOL News,1621,NA,7,10,2006,7,12,119,7/12/06,D,53
1457,Associated Press/AOL News,1621,NA,7,10,2006,7,12,119,7/12/06,R,36
1458,NBC News/Wall Street Journal,1010,NA,12,9,2006,12,12,-33.5,12/12/06,D,46
1459,USA Today/Gallup,923,NA,9,7,2006,9,10,59.5,9/10/06,D,53
1459,USA Today/Gallup,923,NA,9,7,2006,9,10,59.5,9/10/06,R,41
1460,Pew Research Center,2369,NA,10,17,2006,10,22,18.5,10/22/06,D,49
1460,Pew Research Center,2369,NA,10,17,2006,10,22,18.5,10/22/06,R,38
1461,National Public Radio,800,NA,12,15,2006,12,18,-39.5,12/18/06,D,45
1461,National Public Radio,800,NA,12,15,2006,12,18,-39.5,12/18/06,R,37
1462,CBS/New York Times,937.3615112,NA,12,2,2006,12,6,-27,12/6/06,D,42
1462,CBS/New York Times,937.3615112,NA,12,2,2006,12,6,-27,12/6/06,R,33
1463,CNN,636,NA,9,29,2006,10,2,37.5,10/2/06,D,53
1463,CNN,636,NA,9,29,2006,10,2,37.5,10/2/06,R,42
1464,ABC News/Washington Post,1205,NA,6,22,2006,6,25,136.5,6/25/06,D,52
1464,ABC News/Washington Post,1205,NA,6,22,2006,6,25,136.5,6/25/06,R,39
1465,USA Today/Gallup,1362,NA,3,10,2006,3,12,241,3/12/06,D,55
1465,USA Today/Gallup,1362,NA,3,10,2006,3,12,241,3/12/06,R,39
1466,NBC News/Wall Street Journal,1010,NA,5,12,2006,5,16,177,5/16/06,D,47
1466,NBC News/Wall Street Journal,1010,NA,5,12,2006,5,16,177,5/16/06,R,40
1467,CBS/New York Times,937.3615112,NA,5,4,2006,5,8,185,5/8/06,D,44
1467,CBS/New York Times,937.3615112,NA,5,4,2006,5,8,185,5/8/06,R,33
1468,Newsweek,838,NA,10,26,2006,10,27,11.5,10/27/06,D,53
1468,Newsweek,838,NA,10,26,2006,10,27,11.5,10/27/06,R,39
1469,The Harris Poll,795,NA,10,20,2006,10,23,16.5,10/23/06,D,47
1469,The Harris Poll,795,NA,10,20,2006,10,23,16.5,10/23/06,R,33
1470,CNN,934,NA,5,5,2006,5,7,185,5/7/06,D,52
1470,CNN,934,NA,5,5,2006,5,7,185,5/7/06,R,38
1471,Pew Research Center,2369,NA,6,14,2006,6,19,143.5,6/19/06,D,51
1471,Pew Research Center,2369,NA,6,14,2006,6,19,143.5,6/19/06,R,39
1472,Pew Research Center,2369,NA,11,1,2006,11,4,4.5,11/4/06,D,48
1472,Pew Research Center,2369,NA,11,1,2006,11,4,4.5,11/4/06,R,40
1473,Associated Press-Ispos,1003,NA,6,5,2006,6,7,154,6/7/06,D,52
1473,Associated Press-Ispos,1003,NA,6,5,2006,6,7,154,6/7/06,R,32
1474,USA Today/Gallup,1362,NA,1,6,2006,1,8,304,1/8/06,D,49
1474,USA Today/Gallup,1362,NA,1,6,2006,1,8,304,1/8/06,R,43
1475,USA Today/Gallup,827.2069702,NA,10,6,2006,10,8,31,10/8/06,D,59
1475,USA Today/Gallup,827.2069702,NA,10,6,2006,10,8,31,10/8/06,R,36
1476,George Washington University Battleground,1000,NA,10,9,2006,10,12,27.5,10/12/06,D,47
1476,George Washington University Battleground,1000,NA,10,9,2006,10,12,27.5,10/12/06,R,41
1477,ABC News/Washington Post,1205,NA,11,1,2006,11,4,4.5,11/4/06,R,43
1478,Cook Political Report/RT Strategies,1764,NA,9,21,2006,9,24,45.5,9/24/06,D,49
1478,Cook Political Report/RT Strategies,1764,NA,9,21,2006,9,24,45.5,9/24/06,R,35
1479,NBC News/Wall Street Journal,1006,NA,10,13,2006,10,16,23.5,10/16/06,D,52
1479,NBC News/Wall Street Journal,1006,NA,10,13,2006,10,16,23.5,10/16/06,R,37
1480,CBS/New York Times,937.3615112,NA,8,17,2006,8,21,80,8/21/06,D,47
1480,CBS/New York Times,937.3615112,NA,8,17,2006,8,21,80,8/21/06,R,32
1481,CNN,934,NA,8,2,2006,8,3,96.5,8/3/06,D,53
1481,CNN,934,NA,8,2,2006,8,3,96.5,8/3/06,R,40
1482,Los Angeles Times/Bloomberg,1170,NA,6,24,2006,6,27,134.5,6/27/06,D,54
1482,Los Angeles Times/Bloomberg,1170,NA,6,24,2006,6,27,134.5,6/27/06,R,34
1483,Cook Political Report/RT Strategies,1546.584717,NA,4,6,2006,4,9,213.5,4/9/06,D,46
1483,Cook Political Report/RT Strategies,1546.584717,NA,4,6,2006,4,9,213.5,4/9/06,R,36
1484,USA Today/Gallup,923,NA,3,10,2006,3,12,241,3/12/06,D,55
1484,USA Today/Gallup,923,NA,3,10,2006,3,12,241,3/12/06,R,39
1485,Newsweek,1045,NA,8,24,2006,8,25,74.5,8/25/06,D,50
1485,Newsweek,1045,NA,8,24,2006,8,25,74.5,8/25/06,R,38
1486,USA Today/Gallup,923,NA,9,15,2006,9,17,52,9/17/06,D,51
1486,USA Today/Gallup,923,NA,9,15,2006,9,17,52,9/17/06,R,42
1487,USA Today/Gallup,827.2069702,NA,10,20,2006,10,22,17,10/22/06,D,54
1487,USA Today/Gallup,827.2069702,NA,10,20,2006,10,22,17,10/22/06,R,41
1488,Newsweek,1205,NA,10,5,2006,10,6,32.5,10/6/06,D,53
1488,Newsweek,1205,NA,10,5,2006,10,6,32.5,10/6/06,R,35
1489,NBC News/Wall Street Journal,1006,NA,9,30,2006,10,2,37,10/2/06,D,48
1489,NBC News/Wall Street Journal,1006,NA,9,30,2006,10,2,37,10/2/06,R,39
1490,CNN,636,NA,10,20,2006,10,22,17,10/22/06,D,57
1490,CNN,636,NA,10,20,2006,10,22,17,10/22/06,R,40
1491,Cook Political Report/RT Strategies,807,NA,10,26,2006,10,29,10.5,10/29/06,D,61
1491,Cook Political Report/RT Strategies,807,NA,10,26,2006,10,29,10.5,10/29/06,R,35
1492,Cook Political Report/RT Strategies,1764,NA,8,25,2006,8,27,73,8/27/06,D,51
1492,Cook Political Report/RT Strategies,1764,NA,8,25,2006,8,27,73,8/27/06,R,40
1493,Newsweek,838,NA,11,2,2006,11,3,4.5,11/3/06,D,54
1493,Newsweek,838,NA,11,2,2006,11,3,4.5,11/3/06,R,38
1494,CNN,934,NA,10,6,2006,10,8,31,10/8/06,D,54
1494,CNN,934,NA,10,6,2006,10,8,31,10/8/06,R,38
1495,USA Today/Gallup,923,NA,2,28,2006,3,1,251.5,3/1/06,D,53
1496,Cook Political Report/RT Strategies,1003,NA,4,27,2006,4,30,192.5,4/30/06,D,44
1496,Cook Political Report/RT Strategies,1003,NA,4,27,2006,4,30,192.5,4/30/06,R,32
1497,USA Today/Gallup,923,NA,4,28,2006,4,30,192,4/30/06,D,54
1497,USA Today/Gallup,923,NA,4,28,2006,4,30,192,4/30/06,R,39
1498,Cook Political Report/RT Strategies,1764,NA,9,27,2006,9,30,39.5,9/30/06,D,48
1498,Cook Political Report/RT Strategies,1764,NA,9,27,2006,9,30,39.5,9/30/06,R,35
1499,USA Today/Gallup,923,NA,6,1,2006,6,4,157.5,6/4/06,D,51
1499,USA Today/Gallup,923,NA,6,1,2006,6,4,157.5,6/4/06,R,42
1500,USA Today/Gallup,1362,NA,7,28,2006,7,30,101,7/30/06,D,51
1500,USA Today/Gallup,1362,NA,7,28,2006,7,30,101,7/30/06,R,40
1501,ABC News/Washington Post,1205,NA,10,19,2006,10,22,17.5,10/22/06,D,55
1501,ABC News/Washington Post,1205,NA,10,19,2006,10,22,17.5,10/22/06,R,41
1502,Reuters/Zogby America,1013,NA,5,12,2006,5,16,177,5/16/06,D,38
1502,Reuters/Zogby America,1013,NA,5,12,2006,5,16,177,5/16/06,R,31
1503,George Washington University Battleground,1000,NA,9,24,2006,9,27,42.5,9/27/06,D,49
1503,George Washington University Battleground,1000,NA,9,24,2006,9,27,42.5,9/27/06,R,41
1504,Newsweek,1045,NA,8,10,2006,8,11,88.5,8/11/06,D,51
1504,Newsweek,1045,NA,8,10,2006,8,11,88.5,8/11/06,R,39
1505,Reuters/Zogby America,1013,NA,8,11,2006,8,15,86,8/15/06,D,39
1505,Reuters/Zogby America,1013,NA,8,11,2006,8,15,86,8/15/06,R,31
1506,Democracy Corps,1135,NA,7,19,2006,7,25,108,7/25/06,D,48
1506,Democracy Corps,1135,NA,7,19,2006,7,25,108,7/25/06,R,41
1507,NBC News/Wall Street Journal,1010,NA,7,21,2006,7,24,107.5,7/24/06,D,48
1507,NBC News/Wall Street Journal,1010,NA,7,21,2006,7,24,107.5,7/24/06,R,38
1508,NBC News/Wall Street Journal,1006,NA,12,9,2006,12,12,-33.5,12/12/06,D,46
1508,NBC News/Wall Street Journal,1006,NA,12,9,2006,12,12,-33.5,12/12/06,R,38
1509,NBC News/Wall Street Journal,1010,NA,10,8,2006,10,10,29,10/10/06,D,48
1509,NBC News/Wall Street Journal,1010,NA,10,8,2006,10,10,29,10/10/06,R,39
1510,NBC News/Wall Street Journal,1006,NA,9,8,2006,9,11,58.5,9/11/06,D,48
1510,NBC News/Wall Street Journal,1006,NA,9,8,2006,9,11,58.5,9/11/06,R,39
1511,Diageo/Hotline,1000,NA,8,17,2006,8,20,80.5,8/20/06,D,40
1511,Diageo/Hotline,1000,NA,8,17,2006,8,20,80.5,8/20/06,R,33
1512,Cook Political Report/RT Strategies,1764,NA,10,19,2006,10,22,17.5,10/22/06,D,49
1512,Cook Political Report/RT Strategies,1764,NA,10,19,2006,10,22,17.5,10/22/06,R,37
1513,CNN,934,NA,8,30,2006,9,2,67.5,9/2/06,D,56
1513,CNN,934,NA,8,30,2006,9,2,67.5,9/2/06,R,40
1514,Diageo/Hotline,1000,NA,6,21,2006,6,25,137,6/25/06,R,36
1515,USA Today/Gallup,1362,NA,6,9,2006,6,11,150,6/11/06,D,51
1515,USA Today/Gallup,1362,NA,6,9,2006,6,11,150,6/11/06,R,39
1516,CBS/New York Times,937.3615112,NA,10,5,2006,10,8,31.5,10/8/06,D,49
1516,CBS/New York Times,937.3615112,NA,10,5,2006,10,8,31.5,10/8/06,R,35
1517,Reuters/Zogby America,1013,NA,2,27,2006,3,2,251.5,3/2/06,D,38
1517,Reuters/Zogby America,1013,NA,2,27,2006,3,2,251.5,3/2/06,R,32
1518,Reuters/Zogby America,1013,NA,2,15,2006,2,18,263.5,2/18/06,D,36
1518,Reuters/Zogby America,1013,NA,2,15,2006,2,18,263.5,2/18/06,R,29
1519,Diageo/Hotline,1000,NA,6,2,2006,6,5,156.5,6/5/06,D,39
1519,Diageo/Hotline,1000,NA,6,2,2006,6,5,156.5,6/5/06,R,37
1520,USA Today/Gallup,1362,NA,4,28,2006,4,30,192,4/30/06,D,54
1520,USA Today/Gallup,1362,NA,4,28,2006,4,30,192,4/30/06,R,39
1521,Zogby America,1000,NA,6,20,2006,6,22,139,6/22/06,D,38
1521,Zogby America,1000,NA,6,20,2006,6,22,139,6/22/06,R,33
1522,NBC News/Wall Street Journal,1010,NA,11,4,2006,11,7,1.5,11/7/06,D,48
1522,NBC News/Wall Street Journal,1010,NA,11,4,2006,11,7,1.5,11/7/06,R,37
1523,Diageo/Hotline,1000,NA,10,19,2006,10,23,17,10/23/06,D,49
1523,Diageo/Hotline,1000,NA,10,19,2006,10,23,17,10/23/06,R,34
1524,NBC News/Wall Street Journal,1006,NA,7,8,2006,7,11,120.5,7/11/06,D,45
1524,NBC News/Wall Street Journal,1006,NA,7,8,2006,7,11,120.5,7/11/06,R,40
1525,Cook Political Report/RT Strategies,1546.584717,NA,2,23,2006,2,26,255.5,2/26/06,D,47
1525,Cook Political Report/RT Strategies,1546.584717,NA,2,23,2006,2,26,255.5,2/26/06,R,38
1526,NBC News/Wall Street Journal,1010,NA,9,8,2006,9,11,58.5,9/11/06,D,48
1526,NBC News/Wall Street Journal,1010,NA,9,8,2006,9,11,58.5,9/11/06,R,39
1527,George Washington University Battleground,1000,NA,2,12,2006,2,15,266.5,2/15/06,D,46
1527,George Washington University Battleground,1000,NA,2,12,2006,2,15,266.5,2/15/06,R,41
1528,The Harris Poll,1000,NA,4,7,2006,4,10,212.5,4/10/06,D,41
1528,The Harris Poll,1000,NA,4,7,2006,4,10,212.5,4/10/06,R,37
1529,Newsweek,1045,NA,9,29,2006,9,30,38.5,9/30/06,D,47
1529,Newsweek,1045,NA,9,29,2006,9,30,38.5,9/30/06,R,42
1530,CNN,934,NA,9,29,2006,10,2,37.5,10/2/06,D,53
1530,CNN,934,NA,9,29,2006,10,2,37.5,10/2/06,R,40
1531,Newsweek,1205,NA,10,26,2006,10,27,11.5,10/27/06,D,50
1531,Newsweek,1205,NA,10,26,2006,10,27,11.5,10/27/06,R,35
1532,CNN,636,NA,11,3,2006,11,5,3,11/5/06,D,58
1533,Los Angeles Times/Bloomberg,1347,NA,4,8,2006,4,11,211.5,4/11/06,D,49
1533,Los Angeles Times/Bloomberg,1347,NA,4,8,2006,4,11,211.5,4/11/06,R,35
1534,Cook Political Report/RT Strategies,1764,NA,6,1,2006,6,4,157.5,6/4/06,D,50
1534,Cook Political Report/RT Strategies,1764,NA,6,1,2006,6,4,157.5,6/4/06,R,38
1535,Diageo/Hotline,1000,NA,2,16,2006,2,19,262.5,2/19/06,D,46
1535,Diageo/Hotline,1000,NA,2,16,2006,2,19,262.5,2/19/06,R,31
1536,Associated Press/AOL News,1621,NA,7,10,2006,7,12,119,7/12/06,D,51
1536,Associated Press/AOL News,1621,NA,7,10,2006,7,12,119,7/12/06,R,40
1537,NBC News/Wall Street Journal,1010,NA,6,9,2006,6,12,149.5,6/12/06,D,49
1537,NBC News/Wall Street Journal,1010,NA,6,9,2006,6,12,149.5,6/12/06,R,38
1538,ABC News/Washington Post,1204,NA,5,11,2006,5,15,178,5/15/06,D,56
1538,ABC News/Washington Post,1204,NA,5,11,2006,5,15,178,5/15/06,R,33
1539,Moore Information,800,NA,3,21,2006,3,23,230,3/23/06,D,37
1539,Moore Information,800,NA,3,21,2006,3,23,230,3/23/06,R,33
1540,Reuters/Zogby America,1013,NA,1,9,2006,1,12,300.5,1/12/06,D,33
1540,Reuters/Zogby America,1013,NA,1,9,2006,1,12,300.5,1/12/06,R,26
1541,USA Today/Gallup,923,NA,6,23,2006,6,25,136,6/25/06,D,54
1541,USA Today/Gallup,923,NA,6,23,2006,6,25,136,6/25/06,R,38
1542,CNN,636,NA,10,6,2006,10,8,31,10/8/06,D,58
1542,CNN,636,NA,10,6,2006,10,8,31,10/8/06,R,37
1543,USA Today/Gallup,1362,NA,6,23,2006,6,25,136,6/25/06,D,54
1543,USA Today/Gallup,1362,NA,6,23,2006,6,25,136,6/25/06,R,38
1544,CNN,934,NA,10,13,2006,10,15,24,10/15/06,D,56
1544,CNN,934,NA,10,13,2006,10,15,24,10/15/06,R,38
1545,USA Today/Gallup,1362,NA,9,7,2006,9,10,59.5,9/10/06,D,53
1545,USA Today/Gallup,1362,NA,9,7,2006,9,10,59.5,9/10/06,R,41
1546,USA Today/Gallup,1362,NA,10,20,2006,10,22,17,10/22/06,D,53
1546,USA Today/Gallup,1362,NA,10,20,2006,10,22,17,10/22/06,R,38
1547,The Harris Poll,1000,NA,10,6,2006,10,9,30.5,10/9/06,D,45
1547,The Harris Poll,1000,NA,10,6,2006,10,9,30.5,10/9/06,R,33
1548,NBC News/Wall Street Journal,1010,NA,1,26,2006,1,29,283.5,1/29/06,D,47
1548,NBC News/Wall Street Journal,1010,NA,1,26,2006,1,29,283.5,1/29/06,R,38
1549,The Harris Poll,1000,NA,9,8,2006,9,11,58.5,9/11/06,D,45
1549,The Harris Poll,1000,NA,9,8,2006,9,11,58.5,9/11/06,R,34
1550,CNN,636,NA,8,30,2006,9,2,67.5,9/2/06,D,53
1550,CNN,636,NA,8,30,2006,9,2,67.5,9/2/06,R,43
1551,Quinnipiac University,1080,NA,11,28,2006,12,4,-24,12/4/06,R,36
1552,Associated Press/AOL News,1621,NA,10,20,2006,10,25,15.5,10/25/06,D,54
1552,Associated Press/AOL News,1621,NA,10,20,2006,10,25,15.5,10/25/06,R,37
1553,Los Angeles Times/Bloomberg,1347,NA,9,16,2006,9,19,50.5,9/19/06,D,49
1553,Los Angeles Times/Bloomberg,1347,NA,9,16,2006,9,19,50.5,9/19/06,R,39
1554,The Harris Poll,1000,NA,8,18,2006,8,21,79.5,8/21/06,D,47
1554,The Harris Poll,1000,NA,8,18,2006,8,21,79.5,8/21/06,R,32
1555,Reuters/Zogby America,1013,NA,10,20,2006,10,23,16.5,10/23/06,D,44
1555,Reuters/Zogby America,1013,NA,10,20,2006,10,23,16.5,10/23/06,R,33
1556,CBS/New York Times,937.3615112,NA,4,6,2006,4,9,213.5,4/9/06,D,44
1556,CBS/New York Times,937.3615112,NA,4,6,2006,4,9,213.5,4/9/06,R,34
1557,ABC News/Washington Post,1205,NA,10,5,2006,10,8,31.5,10/8/06,D,54
1557,ABC News/Washington Post,1205,NA,10,5,2006,10,8,31.5,10/8/06,R,41
1558,Democracy Corps,1135,NA,10,5,2006,10,10,30.5,10/10/06,D,46
1558,Democracy Corps,1135,NA,10,5,2006,10,10,30.5,10/10/06,R,41
1559,The Harris Poll,1000,NA,10,20,2006,10,23,16.5,10/23/06,D,46
1559,The Harris Poll,1000,NA,10,20,2006,10,23,16.5,10/23/06,R,31
1560,Associated Press/AOL News,970,NA,9,11,2006,9,13,56,9/13/06,D,54
1560,Associated Press/AOL News,970,NA,9,11,2006,9,13,56,9/13/06,R,38
1561,USA Today/Gallup,1362,NA,8,28,2006,8,30,70,8/30/06,D,53
1561,USA Today/Gallup,1362,NA,8,28,2006,8,30,70,8/30/06,R,41
1562,Democracy Corps,1135,NA,9,19,2006,9,21,48,9/21/06,D,48
1562,Democracy Corps,1135,NA,9,19,2006,9,21,48,9/21/06,R,39
1563,Democracy Corps,1135,NA,6,20,2006,6,26,137,6/26/06,D,48
1563,Democracy Corps,1135,NA,6,20,2006,6,26,137,6/26/06,R,43
1564,The Harris Poll,795,NA,9,8,2006,9,11,58.5,9/11/06,D,46
1564,The Harris Poll,795,NA,9,8,2006,9,11,58.5,9/11/06,R,35
1565,NBC News/Wall Street Journal,1010,NA,10,13,2006,10,16,23.5,10/16/06,D,52
1565,NBC News/Wall Street Journal,1010,NA,10,13,2006,10,16,23.5,10/16/06,R,37
1566,NBC News/Wall Street Journal,1010,NA,9,30,2006,10,2,37,10/2/06,D,48
1566,NBC News/Wall Street Journal,1010,NA,9,30,2006,10,2,37,10/2/06,R,39
1567,CNN,934,NA,6,14,2006,6,15,145.5,6/15/06,D,45
1567,CNN,934,NA,6,14,2006,6,15,145.5,6/15/06,R,38
1568,Associated Press/AOL News,970,NA,10,20,2006,10,25,15.5,10/25/06,D,55
1568,Associated Press/AOL News,970,NA,10,20,2006,10,25,15.5,10/25/06,R,37
1569,NBC News/Wall Street Journal,1006,NA,11,4,2006,11,7,1.5,11/7/06,D,48
1570,Quinnipiac University,1080,NA,2,21,2006,2,28,255.5,2/28/06,D,49
1570,Quinnipiac University,1080,NA,2,21,2006,2,28,255.5,2/28/06,R,37
1571,Reuters/Zogby America,1013,NA,9,22,2006,9,25,44.5,9/25/06,D,42
1571,Reuters/Zogby America,1013,NA,9,22,2006,9,25,44.5,9/25/06,R,33
1572,USA Today/Gallup,923,NA,7,6,2006,7,9,122.5,7/9/06,D,51
1572,USA Today/Gallup,923,NA,7,6,2006,7,9,122.5,7/9/06,R,41
1573,USA Today/Gallup,1362,NA,7,6,2006,7,9,122.5,7/9/06,D,51
1573,USA Today/Gallup,1362,NA,7,6,2006,7,9,122.5,7/9/06,R,41
1574,Associated Press-Ispos,1003,NA,5,1,2006,5,3,189,5/3/06,D,51
1574,Associated Press-Ispos,1003,NA,5,1,2006,5,3,189,5/3/06,R,34
1575,Reuters/Zogby America,1013,NA,10,10,2006,10,12,27,10/12/06,D,37
1575,Reuters/Zogby America,1013,NA,10,10,2006,10,12,27,10/12/06,R,34
1576,Cook Political Report/RT Strategies,1546.584717,NA,4,27,2006,4,30,192.5,4/30/06,D,48
1576,Cook Political Report/RT Strategies,1546.584717,NA,4,27,2006,4,30,192.5,4/30/06,R,37
1577,CNN,636,NA,10,27,2006,10,29,10,10/29/06,D,53
1577,CNN,636,NA,10,27,2006,10,29,10,10/29/06,R,42
1578,ABC News/Washington Post,1204,NA,10,5,2006,10,8,31.5,10/8/06,D,59
1578,ABC News/Washington Post,1204,NA,10,5,2006,10,8,31.5,10/8/06,R,36
1579,CNN,934,NA,4,21,2006,4,23,199,4/23/06,D,50
1579,CNN,934,NA,4,21,2006,4,23,199,4/23/06,R,40
1580,NBC News/Wall Street Journal,1010,NA,7,8,2006,7,11,120.5,7/11/06,D,45
1580,NBC News/Wall Street Journal,1010,NA,7,8,2006,7,11,120.5,7/11/06,R,40
1581,Newsweek,1205,NA,5,11,2006,5,12,179.5,5/12/06,D,52
1581,Newsweek,1205,NA,5,11,2006,5,12,179.5,5/12/06,R,35
1582,The Harris Poll,1000,NA,1,6,2006,1,9,303.5,1/9/06,D,43
1582,The Harris Poll,1000,NA,1,6,2006,1,9,303.5,1/9/06,R,34
1583,USA Today/Gallup,923,NA,1,6,2006,1,8,304,1/8/06,D,49
1583,USA Today/Gallup,923,NA,1,6,2006,1,8,304,1/8/06,R,43
1584,Diageo/Hotline,580,NA,10,19,2006,10,23,17,10/23/06,D,52
1584,Diageo/Hotline,580,NA,10,19,2006,10,23,17,10/23/06,R,34
1585,Newsweek,1045,NA,9,8,2006,9,9,59.5,9/9/06,D,50
1585,Newsweek,1045,NA,9,8,2006,9,9,59.5,9/9/06,R,38
1586,ABC News/Washington Post,1205,NA,11,1,2006,11,4,4.5,11/4/06,D,51
1586,ABC News/Washington Post,1205,NA,11,1,2006,11,4,4.5,11/4/06,R,45
1587,ABC News/Washington Post,1205,NA,10,19,2006,10,22,17.5,10/22/06,D,54
1587,ABC News/Washington Post,1205,NA,10,19,2006,10,22,17.5,10/22/06,R,41
1588,Time,679,NA,11,1,2006,11,3,5,11/3/06,R,40
1589,Associated Press/AOL News,970,NA,10,2,2006,10,4,35,10/4/06,D,51
1589,Associated Press/AOL News,970,NA,10,2,2006,10,4,35,10/4/06,R,41
1590,ABC News/Washington Post,1205,NA,12,15,2006,12,18,-39.5,12/18/06,D,51
1590,ABC News/Washington Post,1205,NA,12,15,2006,12,18,-39.5,12/18/06,R,41
1591,USA Today/Gallup,923,NA,7,28,2006,7,30,101,7/30/06,D,51
1591,USA Today/Gallup,923,NA,7,28,2006,7,30,101,7/30/06,R,40
1592,USA Today/Gallup,1362,NA,9,15,2006,9,17,52,9/17/06,D,51
1592,USA Today/Gallup,1362,NA,9,15,2006,9,17,52,9/17/06,R,42
1593,Fox News/Opinion Dynamics,900,NA,8,30,2006,8,31,68.5,8/31/06,D,38
1593,Fox News/Opinion Dynamics,900,NA,8,30,2006,8,31,68.5,8/31/06,R,35
1594,ABC News/Wash Post,786,LV,10,25,2010,10,28,6.5,10/28/10,D,45
1594,ABC News/Wash Post,786,LV,10,25,2010,10,28,6.5,10/28/10,R,49
1595,ABC News/Wash Post,669,LV,9,30,2010,10,3,31.5,10/3/10,D,43
1595,ABC News/Wash Post,669,LV,9,30,2010,10,3,31.5,10/3/10,R,49
1596,ABC News/Wash Post,717.9050293,LV,8,30,2010,9,2,62.5,9/2/10,D,40
1596,ABC News/Wash Post,717.9050293,LV,8,30,2010,9,2,62.5,9/2/10,R,53
1597,ABC News/Wash Post,696.6506958,LV,7,7,2010,7,11,116,7/11/10,D,45
1597,ABC News/Wash Post,696.6506958,LV,7,7,2010,7,11,116,7/11/10,R,49
1598,ABC News/Wash Post,873.1125488,RV,6,3,2010,6,6,150.5,6/6/10,D,47
1598,ABC News/Wash Post,873.1125488,RV,6,3,2010,6,6,150.5,6/6/10,R,44
1599,ABC News/Wash Post,856.4268799,RV,4,22,2010,4,25,192.5,4/25/10,D,48
1599,ABC News/Wash Post,856.4268799,RV,4,22,2010,4,25,192.5,4/25/10,R,43
1600,ABC News/Wash Post,826.0350952,RV,2,4,2010,2,8,269,2/8/10,D,45
1600,ABC News/Wash Post,826.0350952,RV,2,4,2010,2,8,269,2/8/10,R,48
1601,ABC News/Wash Post,1004,A,10,15,2010,10,18,16.5,10/18/10,D,51
1601,ABC News/Wash Post,1004,A,10,15,2010,10,18,16.5,10/18/10,R,39
1602,Associated Press/GfK,846,LV,10,13,2010,10,18,17.5,10/18/10,D,43
1602,Associated Press/GfK,846,LV,10,13,2010,10,18,17.5,10/18/10,R,50
1603,Associated Press/GfK,771.5255737,LV,9,8,2010,9,13,52.5,9/13/10,D,43
1603,Associated Press/GfK,771.5255737,LV,9,8,2010,9,13,52.5,9/13/10,R,53
1604,Associated Press/GfK,890,RV,8,11,2010,8,16,80.5,8/16/10,D,45
1604,Associated Press/GfK,890,RV,8,11,2010,8,16,80.5,8/16/10,R,49
1605,Battleground,1000,LV,12,6,2010,12,10,-36,12/10/10,D,41
1605,Battleground,1000,LV,12,6,2010,12,10,-36,12/10/10,R,42
1606,Bloomberg,1000,LV,10,24,2010,10,26,8,10/26/10,D,44
1606,Bloomberg,1000,LV,10,24,2010,10,26,8,10/26/10,R,47
1607,Bloomberg,721,LV,10,7,2010,10,10,24.5,10/10/10,D,42
1608,Bloomberg,875,LV,7,9,2010,7,12,114.5,7/12/10,D,40
1608,Bloomberg,875,LV,7,9,2010,7,12,114.5,7/12/10,R,48
1609,Bloomberg,714,LV,12,3,2010,12,7,-33,12/7/10,D,38
1609,Bloomberg,714,LV,12,3,2010,12,7,-33,12/7/10,R,42
1610,Bloomberg,1004,A,9,10,2010,9,14,51,9/14/10,D,40
1610,Bloomberg,1004,A,9,10,2010,9,14,51,9/14/10,R,32
1611,CBS News,730.8165894,LV,10,1,2010,10,5,30,10/5/10,D,37
1611,CBS News,730.8165894,LV,10,1,2010,10,5,30,10/5/10,R,45
1612,CBS News,922.375,RV,10,5,2010,10,8,26.5,10/8/10,D,46
1612,CBS News,922.375,RV,10,5,2010,10,8,26.5,10/8/10,R,33
