subgroup,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,2/6/22,2/8/22,Morning Consult,B,16946,rv,0.03325591,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80491,160926,9/8/22,9/21/22 17:05
All polls,2/7/22,2/9/22,Morning Consult,B,16356,rv,0.03283182,0,42,43,41.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80492,160927,9/8/22,9/21/22 17:05
All polls,2/8/22,2/10/22,OnMessage,B/C,800,lv,0.44287915,0,42,45,42.190434,43.938859,,,https://senopportunity.org/wp-content/uploads/2022/02/2022-01-22-PUBLIC-DECK-v2-National-SOF.pdf,78440,152662,2/15/22,9/21/22 17:05
All polls,2/8/22,2/10/22,Morning Consult,B,15848,rv,0.03246468,0,42,43,41.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80493,160928,9/8/22,9/21/22 17:05
All polls,2/9/22,2/11/22,Big Village,B,813,rv,0.46970123,0,44.5,41.5,43.626834,43.046902,,,https://engine-insights.com/blog/public-opinion-polling/,78822,154923,4/26/22,9/21/22 17:05
All polls,2/9/22,2/11/22,Morning Consult,B,15023,rv,0.03181823,0,41,44,40.294695,44.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80494,160929,9/8/22,9/21/22 17:05
All polls,2/10/22,2/12/22,Morning Consult,B,14820,rv,0.03168731,0,41,44,40.294695,44.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80495,160930,9/8/22,9/21/22 17:05
All polls,2/10/22,2/14/22,Quinnipiac University,A-,1172,rv,0.95991416,0,44,46,43.301794,45.208574,,,https://poll.qu.edu/poll-release?releaseid=3835,78445,152719,2/16/22,9/21/22 17:05
All polls,2/11/22,2/13/22,Morning Consult,B,15399,rv,0.03221958,0,42,44,41.294695,44.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80496,160931,9/8/22,9/21/22 17:05
All polls,2/12/22,2/14/22,Morning Consult,B,16039,rv,0.0327928,0,42,43,41.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80497,160932,9/8/22,9/21/22 17:05
All polls,2/12/22,2/13/22,Morning Consult,B,2005,rv,0.02215143,0,41,43,40.294695,43.933681,,,https://www.politico.com/f/?id=0000017f-0229-df48-a77f-42a928d30000,78441,152663,2/16/22,9/21/22 17:05
All polls,2/13/22,2/15/22,Morning Consult,B,16223,rv,0.03299842,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80498,160933,9/8/22,9/21/22 17:05
All polls,2/12/22,2/15/22,YouGov,B+,1231,rv,0.27620373,0,42.2,37.2,42.125035,41.169114,,,https://twitter.com/YouGovAmerica/status/1493949054325334024,78443,152697,2/16/22,9/21/22 17:05
All polls,2/13/22,2/17/22,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,0.79062916,0,37,50,39.612294,47.341272,,,https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_feb18,78459,152738,2/18/22,9/21/22 17:05
All polls,2/14/22,2/16/22,Morning Consult,B,15269,rv,0.03226353,0,42,43,41.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80499,160934,9/8/22,9/21/22 17:05
All polls,2/15/22,2/16/22,The Winston Group,A/B,1000,rv,0.96721053,0,44,44,43.019456,43.943714,,,https://www.winningtheissues.org/wp-content/uploads/2022/04/Winning-the-Issues-February-2022-National-Survey.pdf,78845,155018,4/27/22,9/21/22 17:05
All polls,2/15/22,2/17/22,Morning Consult,B,14215,rv,0.03140749,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80500,160935,9/8/22,9/21/22 17:05
All polls,2/16/22,2/18/22,Morning Consult,B,13435,rv,0.03075558,0,42,43,41.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80501,160936,9/8/22,9/21/22 17:05
All polls,2/16/22,2/20/22,Suffolk University,B+,1000,rv,1.1315616,0,38.9,37.3,40.596268,39.471233,,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2022/02_28_2022_complete_marginals.pdf?la=en&hash=6644AE77129EC0F4D711EB83D90CBC0E683DA658,78503,153001,2/28/22,9/21/22 17:05
All polls,2/17/22,2/19/22,Morning Consult,B,13417,rv,0.03078774,0,41,44,40.294695,44.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80502,160937,9/8/22,9/21/22 17:05
All polls,2/16/22,2/22/22,McLaughlin & Associates,C/D,1000,lv,0.33676198,0,45,47,44.091421,44.108536,,,https://mclaughlinonline.com/pols/wp-content/uploads/2022/02/National-Monthly-February-2022-Release.pdf,78491,152910,2/24/22,9/21/22 17:05
All polls,2/18/22,2/20/22,Morning Consult,B,14447,rv,0.03176215,0,41,44,40.294695,44.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80503,160938,9/8/22,9/21/22 17:05
All polls,2/19/22,2/20/22,Emerson College,A-,1138,rv,1.0890723,0,41.4,49.9,41.959912,48.431436,,,https://emersonpolling.reportablenews.com/pr/february-2022-national-poll-inflation-tops-nation-s-concerns-perception-of-covid-s-public-health-threat-drops,78464,152758,2/22/22,9/21/22 17:05
All polls,2/19/22,2/21/22,Morning Consult,B,8857.5,rv,0.02615813,0,43.5,42,42.794695,42.933681,*,T,https://morningconsult.com/2022-midterm-elections-tracker/,80504,160939,9/8/22,9/21/22 17:05
All polls,2/19/22,2/23/22,The Bullfinch Group,,1044,rv,0.80795834,0,41,42,41.036785,42.834319,,,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-q1-nationwide-survey,78495,152985,2/25/22,9/21/22 17:05
All polls,2/19/22,2/22/22,YouGov,B+,1290,rv,0.27505132,0,43.9,37.6,43.825035,41.569114,,,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,78475,152837,2/23/22,9/21/22 17:05
All polls,2/20/22,2/22/22,Morning Consult,B,16291,rv,0.03342824,0,42,43,41.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80505,160940,9/8/22,9/21/22 17:05
All polls,2/19/22,2/23/22,Echelon Insights,B/C,1078,rv,0.52458255,0,45,44,42.833042,43.682706,,,https://echeloninsights.com/in-the-news/february-22-omnibus-political-2/,78492,152935,2/24/22,9/21/22 17:05
All polls,2/19/22,2/22/22,Beacon Research/Shaw & Company Research,A,1001,rv,1.0768211,0,45,49,45.90685,49.078665,,,https://www.foxnews.com/politics/fox-news-poll-republicans-maintain-advantage-generic-midterm-ballot,78493,152987,2/25/22,9/21/22 17:05
All polls,2/21/22,2/23/22,Morning Consult,B,15553,rv,0.03286427,0,42,43,41.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80506,160941,9/8/22,9/21/22 17:05
All polls,2/20/22,2/24/22,ABC News/The Washington Post,A+,904,rv,1.4270323,0,42,49,41.828219,47.030118,,,https://www.washingtonpost.com/politics/2022/02/27/biden-post-abc-poll/,78500,152996,2/27/22,9/21/22 17:05
All polls,2/22/22,2/24/22,Morning Consult,B,14563,rv,0.03206121,0,41,44,40.294695,44.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80507,160942,9/8/22,9/21/22 17:05
All polls,2/23/22,2/25/22,Big Village,B,811,rv,0.44605561,0,44.5,41.2,43.626834,42.746902,,,https://engine-insights.com/blog/public-opinion-polling/,78821,154922,4/26/22,9/21/22 17:05
All polls,2/23/22,2/24/22,OnMessage,B/C,802,lv,0.4199005,0,45,43,45.190434,41.938859,,,https://senopportunity.org/wp-content/uploads/2022/02/2022-02-23-PUBLIC-DECK-National-SOF.pdf,78517,153098,3/1/22,9/21/22 17:05
All polls,2/23/22,2/25/22,Morning Consult,B,14341,rv,0.03191462,0,41,45,40.294695,45.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80508,160943,9/8/22,9/21/22 17:05
All polls,2/23/22,2/24/22,NewsNation,,1046,rv,0.40277754,0,38.92,41.94,40.335993,42.771889,,,https://www.newsnationnow.com/polls/voters-doubt-biden-on-all-fronts-newsnation-poll-shows/,78506,153019,2/28/22,9/21/22 17:05
All polls,2/23/22,2/24/22,Harris Poll,B+,2026,rv,0.86120291,0,49,51,45.617554,47.209002,,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/a7e91458-499d-d0b4-70c5-192fa4bba67f/HHP_Feb_2022_Final_Deck_002_.pdf,78499,152986,2/25/22,9/21/22 17:05
All polls,2/24/22,2/26/22,Morning Consult,B,14759,rv,0.03233396,0,41,45,40.294695,45.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80509,160944,9/8/22,9/21/22 17:05
All polls,2/25/22,2/27/22,Morning Consult,B,8872.5,rv,0.02641959,0,41.5,42.5,40.794695,43.433681,*,T,https://assets.morningconsult.com/wp-uploads/2022/03/02054309/2202168_crosstabs_POLITICO_RVs_v1_SH.pdf,78509,153140,3/2/22,9/21/22 17:05
All polls,2/24/22,2/27/22,YouGov,B+,1169,rv,0.26124666,0,42,39,41.925035,42.969114,,,https://www.scribd.com/document/561901701/20220228-yahoo-tabs,78507,153081,3/1/22,9/21/22 17:05
All polls,2/26/22,2/28/22,Morning Consult,B,15743,rv,0.03327998,0,41,44,40.294695,44.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80511,160946,9/8/22,9/21/22 17:05
All polls,2/27/22,3/1/22,Morning Consult,B,15622,rv,0.03322737,0,42,43,41.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80512,160947,9/8/22,9/21/22 17:05
All polls,2/26/22,3/1/22,YouGov,B+,1205,rv,0.26332453,0,42.2,38.3,42.125035,42.269114,,,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,78521,153141,3/2/22,9/21/22 17:05
All polls,2/28/22,3/2/22,Morning Consult,B,14117,rv,0.03195083,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80513,160948,9/8/22,9/21/22 17:05
All polls,3/1/22,3/3/22,Morning Consult,B,13693,rv,0.03160532,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80514,160949,9/8/22,9/21/22 17:05
All polls,3/1/22,3/3/22,Cor Services,,524,lv,0.60347799,0,42,43,43.457342,42.723689,,,https://excellenceinpolling.com/public_poll/2022-national-quarter-1-tracking-poll/,78683,154239,3/29/22,9/21/22 17:05
All polls,3/2/22,3/4/22,Morning Consult,B,12643,rv,0.03064927,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80515,160950,9/8/22,9/21/22 17:05
All polls,3/3/22,3/5/22,Morning Consult,B,12700,rv,0.03073654,0,42,42,41.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80516,160951,9/8/22,9/21/22 17:05
All polls,3/4/22,3/6/22,Morning Consult,B,7910.5,rv,0.02546455,0,43,41.5,42.294695,42.433681,*,T,https://morningconsult.com/2022/03/09/black-voters-midterms-ketanji-brown-jackson-survey/,78543,153503,3/9/22,9/21/22 17:05
All polls,3/2/22,3/7/22,"Fabrizio, Lee & Associates/Impact Research",,1500,rv,0.89610345,0,41,46,41.101593,45.623791,,,https://www.wsj.com/articles/wsj-poll-biden-ukraine-inflation-midterms-11646975533,78565,153558,3/11/22,9/21/22 17:05
All polls,3/5/22,3/7/22,Morning Consult,B,14940,rv,0.03287585,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80518,160953,9/8/22,9/21/22 17:05
All polls,3/5/22,3/8/22,YouGov,B+,1227,rv,0.26262524,0,44.3,38.8,44.225035,42.769114,,,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,78551,153521,3/9/22,9/21/22 17:05
All polls,3/6/22,3/8/22,Morning Consult,B,14788,rv,0.03277865,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80519,160954,9/8/22,9/21/22 17:05
All polls,3/7/22,3/8/22,InsiderAdvantage,B,750,lv,0.80062856,0,40,48,40.743036,45.925053,,,https://amgreatness.com/2022/03/15/new-poll-biden-in-trouble-with-voters-on-job-approval-inflation-ukraine/,78576,153613,3/15/22,9/21/22 17:05
All polls,3/7/22,3/9/22,Morning Consult,B,13756,rv,0.03188101,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80520,160955,9/8/22,9/21/22 17:05
All polls,3/8/22,3/10/22,Morning Consult,B,12607,rv,0.03082404,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80521,160956,9/8/22,9/21/22 17:05
All polls,3/9/22,3/11/22,Morning Consult,B,12018,rv,0.03027439,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80522,160957,9/8/22,9/21/22 17:05
All polls,3/9/22,3/11/22,Big Village,B,823,rv,0.43830508,0,41.9,44.4,41.026834,45.946902,,,https://engine-insights.com/blog/public-opinion-polling/,78820,154921,4/26/22,9/21/22 17:05
All polls,3/7/22,3/13/22,Pew Research Center,B/C,9021,rv,1.9451323,0,43,43,42.717915,44.013495,,,https://www.pewresearch.org/politics/2022/03/24/republicans-more-likely-than-democrats-to-say-partisan-control-of-congress-really-matters/,78577,154141,3/24/22,9/21/22 17:05
All polls,3/6/22,3/14/22,SocialSphere,B/C,6565,rv,1.2586631,0,40,41,41.139467,42.55574,,,https://murmuration.org/static/2022-Murmuration-Benchmark-Poll-Crosstabs.pdf,78813,154878,4/25/22,9/21/22 17:05
All polls,3/10/22,3/12/22,Morning Consult,B,11761,rv,0.03004869,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80523,160958,9/8/22,9/21/22 17:05
All polls,3/11/22,3/13/22,Morning Consult,B,13266,rv,0.03156264,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80524,160959,9/8/22,9/21/22 17:05
All polls,3/10/22,3/14/22,Monmouth University,A,746,rv,1.1718902,0,46,46,44.852351,43.984105,,,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_031722/,78594,153727,3/17/22,9/21/22 17:05
All polls,3/10/22,3/14/22,YouGov,B+,1225,rv,0.26101266,0,42,38,41.925035,41.969114,,,https://ph.news.yahoo.com/poll-americans-warm-to-bidens-approach-on-russia-and-ukraine-125641393.html,78574,153594,3/15/22,9/21/22 17:05
All polls,3/12/22,3/14/22,Morning Consult,B,14705,rv,0.03292164,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80525,160960,9/8/22,9/21/22 17:05
All polls,3/12/22,3/14/22,The Winston Group,A/B,1000,rv,0.9520955,0,44,45,43.019456,44.943714,,,https://www.winningtheissues.org/wp-content/uploads/2022/04/Winning-the-Issues-March-2022-National-Survey.pdf,78844,155017,4/27/22,9/21/22 17:05
All polls,3/11/22,3/14/22,Morning Consult,B,2005,rv,0.02302447,0,42,43,41.294695,43.933681,,,https://morningconsult.com/2022/03/09/black-voters-midterms-ketanji-brown-jackson-survey/,78580,153674,3/16/22,9/21/22 17:05
All polls,3/12/22,3/15/22,YouGov,B+,1251,rv,0.26276428,0,39.8,40.6,39.725035,44.569114,,,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,78579,160142,8/31/22,9/21/22 17:05
All polls,3/13/22,3/15/22,Morning Consult,B,14256,rv,0.03255318,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80526,160961,9/8/22,9/21/22 17:05
All polls,3/13/22,3/17/22,Rasmussen Reports/Pulse Opinion Research,B,2500,lv,0.7350187,0,39,50,41.612294,47.341272,,,https://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot_mar18,78596,153729,3/18/22,9/21/22 17:05
All polls,3/14/22,3/16/22,Morning Consult,B,13513,rv,0.03190042,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80527,160962,9/8/22,9/21/22 17:05
All polls,3/11/22,3/21/22,Hofstra University,B/C,2000,rv,1.0324707,0,50.63,49.28,47.608379,47.552791,,,https://news.hofstra.edu/2022/03/29/biden-approval-falls-amid-concerns-about-inflation-kalikow-poll/,78687,154280,3/30/22,9/21/22 17:05
All polls,3/15/22,3/17/22,Morning Consult,B,12724,rv,0.03117796,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80528,160963,9/8/22,9/21/22 17:05
All polls,3/15/22,3/17/22,OnMessage,B/C,800,lv,0.42999734,0,44,47,44.190434,45.938859,,,https://senopportunity.org/wp-content/uploads/2022/03/2022-02-24-PUBLIC-DECK-National-SOF-1.pdf,78646,154014,3/23/22,9/21/22 17:05
All polls,3/16/22,3/18/22,Morning Consult,B,12708,rv,0.03120316,0,42,42,41.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80529,160964,9/8/22,9/21/22 17:05
All polls,3/17/22,3/19/22,Cygnal,B+,5645,lv,1.2249234,0,45.9,46.7,44.653574,45.022658,,,https://www.cygn.al/march-national-voter-trends-panel/,78673,154169,3/28/22,9/21/22 17:05
All polls,3/15/22,3/21/22,University of Massachusetts Lowell,B+,873,rv,1.2006975,0,42,40,42.27607,41.724473,,,https://www.uml.edu/docs/2022-National-Topline-324_tcm18-350201.pdf,78659,154072,3/24/22,9/21/22 17:05
All polls,3/17/22,3/19/22,Morning Consult,B,11930,rv,0.03046027,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80530,160965,9/8/22,9/21/22 17:05
All polls,3/18/22,3/20/22,Morning Consult,B,13140,rv,0.03169706,0,42,42,41.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80531,160966,9/8/22,9/21/22 17:05
All polls,3/18/22,3/20/22,Emerson College,A-,1023,rv,0.97749322,0,41.8,47.1,42.359912,45.631436,,,https://emersonpolling.reportablenews.com/pr/national-poll-march-2022-us-voters-report-increased-hardship-as-prices-rise-blame-biden-for-gas-prices,78636,153918,3/22/22,9/21/22 17:05
All polls,3/19/22,3/21/22,Morning Consult,B,14194,rv,0.03272326,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80532,160967,9/8/22,9/21/22 17:05
All polls,3/18/22,3/21/22,Morning Consult,B,2005,rv,0.0232118,0,42,41,41.294695,41.933681,,,https://www.politico.com/f/?id=0000017f-b51c-d17b-a1ff-b7dde2e60000,78634,154013,3/23/22,9/21/22 17:05
All polls,3/18/22,3/21/22,Echelon Insights,B/C,1050,lv,0.55353397,0,45,45,42.833042,44.682706,,,https://echeloninsights.com/in-the-news/march-22-omnibus-political-update/,78641,153946,3/22/22,9/21/22 17:05
All polls,3/18/22,3/22/22,Hart Research Associates/Public Opinion Strategies,B+,1000,a,0.99471106,0,44,46,43.329633,45.086358,,,https://www.nbcnews.com/politics/meet-the-press/bidens-job-approval-falls-lowest-level-presidency-war-inflation-fears-rcna21679,78669,154161,3/27/22,9/21/22 17:05
All polls,3/18/22,3/21/22,Beacon Research/Shaw & Company Research,A,1004,rv,1.0970927,0,41,43,41.90685,43.078665,,,https://www.foxnews.com/official-polls/fox-news-poll-higher-interest-gives-gop-edge-in-2022-midterms,78649,154045,3/23/22,9/21/22 17:05
All polls,3/17/22,3/22/22,McLaughlin & Associates,C/D,1000,lv,0.32757175,0,44,48,43.091421,45.108536,,,https://mclaughlinonline.com/pols/wp-content/uploads/2022/03/National-Monthly-Release-March-2022-.pdf,78662,154104,3/24/22,9/21/22 17:05
All polls,3/19/22,3/22/22,YouGov,B+,1270,rv,0.26323496,0,43.1,38.7,43.025035,42.669114,,,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,78647,154021,3/23/22,9/21/22 17:05
All polls,3/20/22,3/22/22,Morning Consult,B,15139,rv,0.03362161,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80533,160968,9/8/22,9/21/22 17:05
All polls,3/21/22,3/22/22,NewsNation,,1086,rv,0.3685949,0,39.31,40.96,40.725993,41.791889,,,https://www.newsnationnow.com/polls/full-report-newsnation-ukraine-russia-survey/,78658,154071,3/24/22,9/21/22 17:05
All polls,3/21/22,3/23/22,Morning Consult,B,14472,rv,0.03306511,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80534,160969,9/8/22,9/21/22 17:05
All polls,3/22/22,3/24/22,Morning Consult,B,13974,rv,0.03264909,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80535,160970,9/8/22,9/21/22 17:05
All polls,3/23/22,3/25/22,Morning Consult,B,13717,rv,0.03245784,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80536,160971,9/8/22,9/21/22 17:05
All polls,3/23/22,3/24/22,Harris Poll,B+,1990,rv,0.8349769,0,47,53,43.617554,49.209002,,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/8268fbf4-a318-713b-ed6e-8c25f5df1f41/HHP_March2022_FinalEdited.pdf,78679,154203,3/29/22,9/21/22 17:05
All polls,3/24/22,3/26/22,Morning Consult,B,13757,rv,0.03254645,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80537,160972,9/8/22,9/21/22 17:05
All polls,3/25/22,3/25/22,co/efficient,B/C,963,lv,1.1618097,0,34,40,37.184853,41.750663,,,https://coefficient.org/wp-content/uploads/2022/03/National-Critical-Issues.pdf,78675,154171,3/28/22,9/21/22 17:05
All polls,3/25/22,3/27/22,Morning Consult,B,8409.5,rv,0.02677195,0,43,41.5,42.294695,42.433681,*,T,https://assets.morningconsult.com/wp-uploads/2022/03/29162021/2203186_crosstabs_POLITICO_RVs_v2_SH.pdf,78674,154253,3/30/22,9/21/22 17:05
All polls,3/25/22,3/27/22,Big Village,B,839,rv,0.43369278,0,45,42.3,44.126834,43.846902,,,https://engine-insights.com/blog/public-opinion-polling/,78819,154920,4/26/22,9/21/22 17:05
All polls,3/26/22,3/28/22,Morning Consult,B,15557,rv,0.03429167,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80539,160974,9/8/22,9/21/22 17:05
All polls,3/26/22,3/29/22,YouGov,B+,1313,rv,0.26438423,0,40.7,38.6,40.625035,42.569114,,,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,78685,154278,3/30/22,9/21/22 17:05
All polls,3/27/22,3/29/22,Morning Consult,B,15693,rv,0.034458,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80540,160975,9/8/22,9/21/22 17:05
All polls,3/28/22,3/30/22,Morning Consult,B,14966,rv,0.03385644,0,42,43,41.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80541,160976,9/8/22,9/21/22 17:05
All polls,3/29/22,3/31/22,Morning Consult,B,14742,rv,0.03370468,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80542,160977,9/8/22,9/21/22 17:05
All polls,3/29/22,3/31/22,OnMessage,B/C,800,lv,0.44955825,0,43,46,43.190434,44.938859,,,https://senopportunity.org/wp-content/uploads/2022/04/2022-03-25-PUBLIC-DECK-National-SOF.pdf,78716,154431,4/6/22,9/21/22 17:05
All polls,3/30/22,4/1/22,Morning Consult,B,13845,rv,0.03291937,0,42,42,41.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80543,160978,9/8/22,9/21/22 17:05
All polls,3/31/22,4/2/22,Morning Consult,B,13479,rv,0.03261425,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80544,160979,9/8/22,9/21/22 17:05
All polls,4/1/22,4/3/22,Morning Consult,B,13957,rv,0.03311873,0,44,43,43.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80545,160980,9/8/22,9/21/22 17:05
All polls,3/31/22,4/4/22,YouGov,B+,1233,rv,0.25638418,0,44,41,43.925035,44.969114,,,https://docs.cdn.yougov.com/fxzdwfhegj/20220404_yahoo_tabs.pdf,78717,154543,4/11/22,9/21/22 17:05
All polls,3/31/22,4/4/22,Quinnipiac University,A-,1280,rv,0.90137136,0,43,47,42.301794,46.208574,,,https://poll.qu.edu/images/polling/us/us04062022_regvoter_ukny76.pdf,78723,154461,4/6/22,9/21/22 17:05
All polls,4/1/22,4/4/22,Morning Consult,B,2003,rv,0.02367493,0,43,43,42.294695,43.933681,,,https://assets.morningconsult.com/wp-uploads/2022/04/05131819/2204008_crosstabs_POLITICO_RVs_v2_SH.pdf,78710,154430,4/6/22,9/21/22 17:05
All polls,4/2/22,4/4/22,Morning Consult,B,14848,rv,0.03399656,0,44,43,43.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80546,160981,9/8/22,9/21/22 17:05
All polls,4/3/22,4/5/22,Morning Consult,B,15235,rv,0.03440815,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80547,160982,9/8/22,9/21/22 17:05
All polls,4/2/22,4/5/22,YouGov,B+,1287,rv,0.26052736,0,41.9,37.7,41.825035,41.669114,,,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,78718,154433,4/6/22,9/21/22 17:05
All polls,4/4/22,4/6/22,Morning Consult,B,13325,rv,0.03267663,0,43,43,42.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80548,160983,9/8/22,9/21/22 17:05
All polls,4/5/22,4/7/22,Morning Consult,B,11964,rv,0.03135838,0,42,43,41.294695,43.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80549,160984,9/8/22,9/21/22 17:05
All polls,4/6/22,4/8/22,Big Village,B,814,rv,0.42626997,0,44,43.1,43.126834,44.646902,,,https://engine-insights.com/blog/public-opinion-polling/,78818,154919,4/26/22,9/21/22 17:05
All polls,4/6/22,4/8/22,Morning Consult,B,10591,rv,0.02992118,0,42,42,41.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80550,160985,9/8/22,9/21/22 17:05
All polls,4/7/22,4/9/22,Morning Consult,B,11069,rv,0.03050471,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80551,160986,9/8/22,9/21/22 17:05
All polls,4/8/22,4/10/22,Morning Consult,B,12405,rv,0.0319783,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80552,160987,9/8/22,9/21/22 17:05
All polls,4/9/22,4/11/22,Morning Consult,B,13094,rv,0.03272867,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80553,160988,9/8/22,9/21/22 17:05
All polls,4/8/22,4/11/22,Morning Consult,B,2005,rv,0.02397694,0,40,43,39.294695,43.933681,,,https://assets.morningconsult.com/wp-uploads/2022/04/12125341/2204052_crosstabs_POLITICO_RVs_v1_SH.pdf,78747,154594,4/13/22,9/21/22 17:05
All polls,4/9/22,4/12/22,YouGov,B+,1303,rv,0.26140231,0,41.6,39.2,41.525035,43.169114,,,https://today.yougov.com/topics/politics/trackers/congressional-ballot-voting-intention?period=1yr,78754,154636,4/13/22,9/21/22 17:05
All polls,4/10/22,4/12/22,Morning Consult,B,12977,rv,0.03267171,0,43,42,42.294695,42.933681,,T,https://morningconsult.com/2022-midterm-elections-tracker/,80554,160989,9/8/22,9/21/22 17:05
